,basic-subset,location,extension,location-extension
Test-MAE,16516.41,15391.57,14817.58,14395.37
Test-MAPE,0.1673,0.155,0.1556,0.1501
Test-RMSE,34557.41,34168.53,31832.86,32319.76
Test-N-RMSE,0.0628,0.0621,0.0578,0.0587
Test-IQR-RMSE,0.5507,0.5445,0.5073,0.5151
Test-CV-RMSE,0.3526,0.3486,0.3248,0.3297
Test-R2,0.6144,0.623,0.6728,0.6627
Training-Duration,1807.299,3013.035,2091.294,1926.189
Test-Duration,0.0006971678,0.0012690115,0.0008800438,0.0011338216
