,basic-subset,extension,location,extension-location
Test-MAE,12921.76,12109.3,12122.03,12767.05
Test-MAPE,0.1641,0.1527,0.152,0.156
Test-RMSE,18253.34,17063.24,17539.98,18033.69
Test-N-RMSE,0.0985,0.0921,0.0947,0.0973
Test-IQR-RMSE,0.3516,0.3286,0.3378,0.3473
Test-CV-RMSE,0.2043,0.1909,0.1963,0.2018
Test-R2,0.7882,0.8149,0.8044,0.7932
Training-Duration,1799.806,1800.59,1802.352,1801.147
Test-Duration,1.91826e-05,2.33151e-05,3.29407e-05,2.88233e-05
