,basic-subset,extension,location,extension-location
Test-MAE,17491.11,15727.43,16967.1,16678.26
Test-MAPE,0.2173,0.1963,0.211,0.2098
Test-RMSE,24339.52,21834.42,24044.28,23191.08
Test-N-RMSE,0.1314,0.1179,0.1298,0.1252
Test-IQR-RMSE,0.4688,0.4205,0.4631,0.4467
Test-CV-RMSE,0.2724,0.2443,0.2691,0.2595
Test-R2,0.6234,0.6969,0.6324,0.6581
Training-Duration,64.061,64.462,64.181,64.679
Test-Duration,0.0014953292,0.0016513395,0.0016868512,0.0018556879
