,basic-subset,extension,location,extension-location
Test-MAE,13157.74,12593.47,12606.62,12067.14
Test-MAPE,0.1676,0.1609,0.1594,0.1533
Test-RMSE,18652.19,17304.42,18254.52,16352.48
Test-N-RMSE,0.1007,0.0934,0.0985,0.0883
Test-IQR-RMSE,0.3592,0.3333,0.3516,0.315
Test-CV-RMSE,0.2087,0.1936,0.2043,0.183
Test-R2,0.7788,0.8096,0.7881,0.83
Training-Duration,1823.928,2031.292,2074.124,1901.773
Test-Duration,0.0005637619,0.0004893795,0.0006735764,0.0013748627
