,basic-subset,extension,location,extension-location
Test-MAE,15796.98,14150.31,13526.41,12072.63
Test-MAPE,0.1597,0.1524,0.1443,0.1344
Test-RMSE,23833.86,21230.19,20164.95,18069.05
Test-N-RMSE,0.0651,0.058,0.0551,0.0493
Test-IQR-RMSE,0.4011,0.3573,0.3394,0.3041
Test-CV-RMSE,0.2443,0.2176,0.2067,0.1852
Test-R2,0.7838,0.8285,0.8453,0.8758
Training-Duration,13.985,14.602,15.359,16.203
Test-Duration,7.50691e-05,0.0004974411,0.0005110039,0.0005236246
