,basic-subset,extension,location,extension-location
Test-MAE,15933.71,14683.05,14160.7,12737.01
Test-MAPE,0.1682,0.156,0.1513,0.1382
Test-RMSE,24384.76,23132.28,22190.44,19356.33
Test-N-RMSE,0.0666,0.0632,0.0606,0.0529
Test-IQR-RMSE,0.4104,0.3893,0.3735,0.3258
Test-CV-RMSE,0.2499,0.2371,0.2274,0.1984
Test-R2,0.7737,0.7964,0.8126,0.8574
Training-Duration,2804.925,1970.282,1880.091,2292.927
Test-Duration,0.0006650215,0.0008604289,0.0009149235,0.0005182556
