,basic-subset,extension,location,extension-location
Test-MAE,16051.48,16811.08,14042.78,17746.05
Test-MAPE,0.1695,0.1713,0.1524,0.1866
Test-RMSE,24545.7,26043.1,20810.68,26941.08
Test-N-RMSE,0.067,0.0711,0.0568,0.0736
Test-IQR-RMSE,0.4131,0.4383,0.3502,0.4534
Test-CV-RMSE,0.2516,0.2669,0.2133,0.2761
Test-R2,0.7707,0.7419,0.8352,0.7238
Training-Duration,1800.588,1800.042,1800.649,1803.46
Test-Duration,2.34076e-05,2.06744e-05,2.54977e-05,4.38985e-05
