,basic-subset,extension,location,extension-location
Test-MAE,20353.97,19578.82,20287.04,18514.98
Test-MAPE,0.2145,0.2031,0.2144,0.1904
Test-RMSE,31170.28,30912.74,32851.88,28696.22
Test-N-RMSE,0.0851,0.0844,0.0897,0.0784
Test-IQR-RMSE,0.5246,0.5202,0.5529,0.4829
Test-CV-RMSE,0.3194,0.3168,0.3367,0.2941
Test-R2,0.6303,0.6364,0.5893,0.6866
Training-Duration,65.648,65.833,65.534,65.984
Test-Duration,0.0014467616,0.0015992397,0.0016139537,0.001759226
