,model,score_test,score_val,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
0,WeightedEnsemble_L2,-0.15970394267577634,-0.17150804408294612,0.019567489624023438,0.009632110595703125,6.371707916259766,0.0022161006927490234,0.0003006458282470703,0.213623046875,2,True,12
1,XGBoost,-0.1623543037012981,-0.17662235505336457,0.011102914810180664,0.004492282867431641,0.35660529136657715,0.011102914810180664,0.004492282867431641,0.35660529136657715,1,True,9
2,NeuralNetTorch,-0.1630624619162845,-0.17429202128557278,0.00624847412109375,0.004839181900024414,5.8014795780181885,0.00624847412109375,0.004839181900024414,5.8014795780181885,1,True,10
3,LightGBMXT,-0.1663626666757672,-0.17956696935511082,0.007315158843994141,0.0034470558166503906,0.5671358108520508,0.007315158843994141,0.0034470558166503906,0.5671358108520508,1,True,3
4,LightGBM,-0.17104647305237453,-0.18325763458171723,0.004118919372558594,0.002899169921875,0.6193993091583252,0.004118919372558594,0.002899169921875,0.6193993091583252,1,True,4
5,RandomForestMSE,-0.17362956827622428,-0.20151582483162747,0.09421634674072266,0.06531214714050293,0.5005669593811035,0.09421634674072266,0.06531214714050293,0.5005669593811035,1,True,5
6,LightGBMLarge,-0.17371059871654593,-0.19924315530462455,0.007401704788208008,0.0035359859466552734,1.9653518199920654,0.007401704788208008,0.0035359859466552734,1.9653518199920654,1,True,11
7,NeuralNetFastAI,-0.17528240209485058,-0.1777703533526258,0.018492460250854492,0.009873151779174805,2.1970279216766357,0.018492460250854492,0.009873151779174805,2.1970279216766357,1,True,8
8,CatBoost,-0.175442299572584,-0.18503627672150683,0.004418849945068359,0.002257823944091797,0.8187544345855713,0.004418849945068359,0.002257823944091797,0.8187544345855713,1,True,6
9,ExtraTreesMSE,-0.17930560609392973,-0.19430316399258288,0.09410977363586426,0.06580638885498047,0.5241923332214355,0.09410977363586426,0.06580638885498047,0.5241923332214355,1,True,7
10,KNeighborsUnif,-0.3551171228637083,-0.3806599782846619,0.01801466941833496,0.01727008819580078,0.0038559436798095703,0.01801466941833496,0.01727008819580078,0.0038559436798095703,1,True,1
11,KNeighborsDist,-0.3884635707195432,-0.38639518843728465,0.02022528648376465,0.017131567001342773,0.00623321533203125,0.02022528648376465,0.017131567001342773,0.00623321533203125,1,True,2
