index,extension,location,working_hours,price,const_year,model,L,RR,LR,GC,VA,SA,N,LGP,XL,3B,4F
691,D2,RU,7,99711,2017,320,1,0,0,0,0,0,0,0,0,0,0
692,F,FR,3,137000,2017,320,0,0,0,0,0,0,0,0,0,0,0
693,D2,RU,5,106510,2017,320,1,0,0,0,0,0,0,0,0,0,0
694,D2,RU,6,104244,2017,320,1,0,0,0,0,0,0,0,0,0,0
695,E,ES,9,83000,2012,320,1,0,0,0,0,0,0,0,0,0,0
696,D3,NL,8,102500,2020,320,0,0,0,0,0,0,0,0,0,0,0
697,D3,NL,7,102500,2020,320,0,0,0,0,0,0,0,0,0,0,0
698,D3,NL,5,97500,2021,320,0,0,0,0,0,0,0,0,0,0,0
699,D3,NL,6,112500,2021,320,0,0,0,0,0,0,0,0,0,0,0
700,D3,NL,8,109500,2021,320,0,0,0,0,0,0,0,0,0,0,0
701,D3,BE,7,104500,2021,320,0,0,0,0,0,0,0,0,0,0,0
702,,DE,1,145990,2019,320,0,0,0,0,0,0,0,0,0,0,0
703,E,FI,11483,86700,2012,323,0,0,0,0,0,0,0,0,0,0,0
704,E,EE,12081,67900,2013,323,1,0,0,0,0,0,0,0,0,0,0
705,D,DE,13900,55000,2009,323,1,0,0,0,0,0,0,0,0,0,0
706,E,NL,8765,75000,2014,323,1,0,0,0,0,0,0,0,0,0,0
707,D3,NL,1621,94800,2021,323,0,0,0,0,0,0,0,0,0,0,0
708,E,IT,2820,97000,2016,323,1,0,0,0,0,0,1,0,0,0,0
709,E,NO,6273,107391,2015,323,1,0,0,0,0,0,0,0,0,0,0
710,E,DE,9362,70000,2014,323,0,0,0,0,0,0,0,0,0,0,0
711,D,DE,12800,59900,2011,323,1,0,0,0,0,0,0,0,0,0,0
712,D,DE,7100,75000,2011,323,0,0,0,0,0,0,0,0,0,0,0
713,E,DE,6140,79990,2012,323,0,0,0,0,0,0,0,0,0,0,0
714,F,PL,7400,105500,2016,323,1,0,0,0,0,0,0,0,0,0,0
715,E,NL,8500,69000,2011,323,1,0,0,0,0,0,0,0,0,0,0
716,E,DE,11000,66900,2013,323,1,0,0,0,0,0,0,0,0,0,0
717,E,DE,7280,52941,2012,323,0,0,0,0,0,0,0,0,0,0,0
718,D,NL,19495,46800,2010,323,0,0,0,0,0,0,0,0,0,0,0
719,E,FR,2924,145000,2016,323,1,0,0,0,0,0,0,0,0,0,0
720,E,DE,8900,53900,2012,323,1,0,0,0,0,0,0,0,0,0,0
721,F,FR,4274,145000,2017,323,0,0,0,0,0,0,1,0,0,0,0
722,E,NL,7633,66500,2013,323,1,0,0,0,0,0,0,0,0,0,0
723,D,NL,7660,67500,2011,323,1,0,0,0,0,0,0,0,0,0,0
724,E,FR,5437,150000,2016,323,0,0,0,0,0,1,0,0,0,0,0
725,D,DE,14800,47000,2007,323,1,0,0,0,0,0,0,0,0,0,0
726,D,DE,9227,61000,2010,323,0,0,0,0,0,0,0,0,0,0,0
727,D,IT,13250,46500,2008,323,1,0,0,0,0,0,1,0,0,0,0
728,E,NO,5955,119007,2014,323,1,0,0,0,0,0,0,0,0,0,0
729,E,FR,3477,125000,2016,323,1,0,0,0,0,0,1,0,0,0,0
730,E,DE,7800,81000,2014,323,1,0,0,0,0,0,0,0,0,0,0
731,D,PL,17100,36500,2007,323,1,0,0,0,0,0,1,0,0,0,0
732,E,NO,12079,70550,2013,323,1,0,0,0,0,0,0,0,0,0,0
733,D,PL,10031,60730,2011,323,1,0,0,0,0,0,0,0,0,0,0
734,F,PL,9240,117212,2017,323,0,0,0,0,0,0,0,0,0,0,0
735,D,BE,8800,55000,2008,323,1,0,0,0,0,0,0,0,0,0,0
736,D,NL,12200,49900,2010,323,1,0,0,0,0,0,0,0,0,0,0
737,E,DE,11500,66900,2013,323,1,0,0,0,0,0,0,0,0,0,0
738,D,SE,11241,45804,2008,323,1,0,0,0,0,0,0,0,0,0,0
739,D,DE,6733,77000,2009,323,1,0,0,0,0,0,0,0,0,0,0
740,D,NL,9216,51500,2009,323,1,0,0,0,0,0,0,0,0,0,0
741,D,AT,18849,45850,2008,323,1,0,0,0,0,0,0,0,0,0,0
742,D,NL,9576,57000,2011,323,0,0,0,0,0,0,0,0,0,0,0
743,D,IT,12530,35000,2008,323,0,0,0,0,0,0,0,0,0,0,0
744,F,DE,6547,92000,2017,323,0,0,0,0,0,0,0,0,0,0,0
745,D,PL,8911,71600,2011,323,1,0,0,0,0,0,0,0,0,0,0
746,F,PT,3900,140000,2019,323,1,0,0,0,0,0,1,0,0,0,0
747,D,NL,17786,45900,2008,323,0,0,0,0,0,0,0,0,0,0,0
748,E,PL,8920,53412,2012,323,1,0,0,0,0,0,0,0,0,0,0
749,D,PL,10000,40000,2007,323,1,0,0,0,0,0,0,0,0,0,0
750,D,NL,15000,46900,2010,323,1,0,0,0,0,0,0,0,0,0,0
751,F,SK,3510,139000,2017,323,1,0,0,0,0,0,1,0,0,0,0
752,D,NL,12329,53900,2009,323,0,0,0,0,0,0,0,0,0,0,0
753,D,NL,12558,48500,2008,323,1,0,0,0,0,0,0,0,0,0,0
754,D3,NL,3463,89800,2020,323,0,0,0,0,0,0,0,0,0,0,0
755,D,BE,9371,54000,2010,323,1,0,0,0,0,0,0,0,0,0,0
756,F,ES,1579,148000,2018,323,1,0,0,0,0,0,1,0,0,0,0
757,E,DE,7276,64000,2012,323,0,0,0,0,0,0,0,0,0,0,0
758,E,FR,4542,145000,2016,323,0,0,0,0,0,1,0,0,0,0,0
759,D,NL,13279,51900,2007,323,0,0,0,0,0,0,0,0,0,0,0
760,NG,DE,4277,169000,2018,323,0,0,0,0,0,0,0,0,0,0,0
761,E,PL,8200,72000,2012,323,1,0,0,0,0,0,0,0,0,0,0
762,E,PL,15094,62230,2014,323,0,0,0,0,0,0,0,0,0,0,0
763,D,PL,8600,55430,2011,323,1,0,0,0,0,0,0,0,0,0,0
764,D,CZ,12120,49610,2008,323,1,0,0,0,0,0,0,0,0,0,0
765,NG,GB,3558,145359,2019,323,0,0,0,0,0,0,0,0,0,0,0
766,E,NL,10978,64800,2013,323,1,0,0,0,0,0,0,0,0,0,0
767,F,PL,5145,139000,2017,323,1,0,0,0,0,0,0,0,0,0,0
768,D,HU,18000,40740,2008,323,1,0,0,0,0,0,1,0,0,0,0
769,F,DE,8328,98500,2016,323,1,0,0,0,0,0,0,0,0,0,0
770,D,PL,12961,53471,2009,323,1,0,0,0,0,0,0,0,0,0,0
771,D,NL,7865,49800,2009,323,1,0,0,0,0,0,1,0,0,0,0
772,D,NL,12743,53800,2011,323,1,0,0,0,0,0,0,0,0,0,0
773,D,NL,19699,41900,2008,323,1,0,0,0,0,0,0,0,0,0,0
774,E,NL,12016,62800,2013,323,1,0,0,0,0,0,0,0,0,0,0
775,E,HU,10000,73000,2013,323,1,0,0,0,0,0,0,0,0,0,0
776,D,NL,10330,45800,2008,323,0,0,0,0,0,0,0,0,0,0,0
777,E,NL,13303,61800,2012,323,1,0,0,0,0,0,0,0,0,0,0
778,E,NL,11563,62800,2013,323,1,0,0,0,0,0,0,0,0,0,0
779,NG,PL,1476,140000,2018,323,0,0,0,0,0,0,0,0,0,0,0
780,E,NL,8687,69800,2012,323,0,0,0,0,0,0,0,0,0,0,0
781,E,PL,12090,78500,2013,323,1,0,0,0,0,0,0,0,0,0,0
782,E,EE,10296,63500,2014,323,1,0,0,0,0,0,0,0,0,0,0
783,E,BE,13300,65000,2012,323,1,0,0,0,0,0,0,0,0,0,0
784,E,PL,11000,63590,2011,323,1,0,0,0,0,0,0,0,0,0,0
785,F,PL,7700,99010,2016,323,1,0,0,0,0,0,0,0,0,0,0
786,E,PL,9900,78110,2014,323,1,0,0,0,0,0,0,0,0,0,0
787,E,DK,13745,62500,2012,323,0,0,0,0,0,0,0,0,0,0,0
788,D,NL,10525,49800,2008,323,0,0,0,0,0,0,0,0,0,0,0
789,F,SE,5735,133795,2017,323,1,0,0,0,0,0,0,0,0,0,0
790,D,NL,12742,49900,2011,323,1,0,0,0,0,0,0,0,0,0,0
791,D,NL,11000,52500,2010,323,1,0,0,0,0,0,0,0,0,0,0
792,D,NL,18497,49000,2008,323,1,0,0,0,0,0,0,0,0,0,0
793,D,NL,9975,58500,2008,323,1,0,0,0,0,0,0,0,0,0,0
794,D,NL,11433,49800,2008,323,1,0,0,0,1,0,0,0,0,0,0
795,D,NL,12250,53500,2009,323,1,0,0,0,0,0,0,0,0,0,0
796,D,BE,11000,53000,2011,323,1,0,0,0,0,0,0,0,0,0,0
797,D,EE,4468,67900,2008,323,0,0,0,0,0,0,0,0,0,0,0
798,NG,NL,2204,149000,2018,323,0,0,0,0,0,0,0,0,0,0,0
799,D,ES,10000,69500,2011,323,1,0,0,0,0,0,0,0,0,0,0
800,E,BE,13545,59000,2012,323,1,0,0,0,0,0,0,0,0,0,0
801,E,PL,11599,64410,2014,323,1,0,0,0,0,0,0,0,0,0,0
802,D,NL,13581,53900,2008,323,1,0,0,0,0,0,0,0,0,0,0
803,D,NL,14964,53900,2008,323,0,0,0,0,0,0,0,0,0,0,0
804,D,ES,12500,40000,2008,323,0,0,0,0,1,0,0,0,0,0,0
805,D,NL,19575,47500,2009,323,1,0,0,0,0,0,0,0,0,0,0
806,E,ES,14000,58000,2014,323,0,0,0,0,0,0,0,0,0,0,0
807,D,DE,12000,49900,2009,323,1,0,0,0,0,0,0,0,0,0,0
808,D,NL,14258,52900,2008,323,1,0,0,0,0,0,0,0,0,0,0
809,E,PL,9748,62960,2012,323,0,0,0,0,0,0,0,0,0,0,0
810,D,NL,11605,48500,2006,323,1,0,0,0,1,0,0,0,0,0,0
811,D,NL,11593,58900,2011,323,1,0,0,0,0,0,0,0,0,0,0
812,D,LV,9800,50000,2008,323,1,0,0,0,1,0,0,0,0,0,0
813,D,NL,13000,48500,2006,323,1,0,0,0,1,0,0,0,0,0,0
814,D,NL,18195,39900,2007,323,1,0,0,0,0,0,0,0,0,0,0
815,D,ES,10400,43670,2008,323,1,0,0,0,1,0,0,0,0,0,0
816,D,ES,11000,41320,2007,323,1,0,0,0,0,0,0,0,0,0,0
817,D,DE,12816,57900,2010,323,0,0,0,0,0,0,0,0,0,0,0
818,E,PL,10974,61793,2013,323,1,0,0,0,0,0,0,0,0,0,0
819,E,ES,13826,63500,2014,323,0,0,0,0,0,0,0,0,0,0,0
820,D,PL,12200,54950,2011,323,1,0,0,0,0,0,0,0,0,0,0
821,D,NL,9000,52000,2008,323,1,0,0,0,0,0,0,0,0,0,0
822,D,DK,12750,51775,2011,323,0,0,0,0,0,0,0,0,0,0,0
823,D,PL,12475,66700,2008,323,0,0,0,0,0,0,0,0,0,0,0
824,D,PL,8889,66700,2011,323,0,0,0,0,0,0,0,0,0,0,0
825,D,FR,8249,60000,2007,323,0,0,0,0,0,0,0,0,0,0,0
826,D,NL,8130,55000,2006,323,1,0,0,0,0,0,0,0,0,0,0
827,E,LV,9000,70000,2013,323,1,0,0,0,0,0,0,0,0,0,0
828,D,NL,9855,57000,2010,323,1,0,0,0,0,0,0,0,0,0,0
829,E,ES,13600,58000,2014,323,0,0,0,0,0,0,0,0,0,0,0
830,E,NO,9116,90599,2015,323,1,0,0,0,0,0,0,0,0,0,0
831,E,PL,7750,72500,2012,323,0,0,0,0,0,0,0,0,0,0,0
832,D,GR,9600,88000,2007,323,1,0,0,0,0,0,0,0,0,0,0
833,F,PL,6999,91500,2016,323,1,0,0,0,0,0,0,0,0,0,0
834,E,FR,9900,47000,2012,323,0,0,0,0,0,0,0,0,0,0,0
835,D,ES,8400,53000,2011,323,0,0,0,0,0,0,0,0,0,0,0
836,D,NO,11350,46487,2007,323,0,0,0,0,0,0,0,0,0,0,0
837,D,EE,15509,42900,2008,323,0,0,0,0,0,0,0,0,0,0,0
838,D,NL,11369,58800,2006,323,1,0,0,0,0,0,0,0,0,0,0
839,F,SE,1950,162226,2017,323,0,0,0,0,0,0,0,0,0,0,0
840,D,SE,13168,42769,2008,323,1,0,0,0,0,0,0,0,0,0,0
841,D,PL,17000,40000,2008,323,0,0,0,0,0,0,0,0,0,0,0
842,NG,DE,2833,159000,2019,323,0,0,0,0,0,0,0,0,0,0,0
843,E,DE,3530,90000,2015,323,1,0,0,0,0,0,0,0,0,0,0
844,E,NL,8409,66800,2012,323,1,0,0,0,0,0,0,0,0,0,0
845,D,FR,10000,60000,2012,323,0,0,0,0,0,0,0,0,0,0,0
846,D,LU,8028,45000,2008,323,1,0,0,0,0,0,0,0,0,0,0
847,E,NO,9151,56545,2013,323,1,0,0,0,0,0,0,0,0,0,0
848,D,HU,11034,73250,2007,323,0,0,0,0,0,0,0,0,0,0,0
849,D,SE,13187,48879,2008,323,1,0,0,0,0,0,0,0,0,0,0
850,D,NL,11272,48900,2007,323,1,0,0,0,0,0,0,0,0,0,0
851,F,NL,5993,109000,2017,323,1,0,0,0,0,0,0,0,0,0,0
852,F,AT,4232,132500,2017,323,1,0,0,0,0,0,0,0,0,0,0
853,F,CH,3040,148245,2017,323,1,0,0,0,0,0,0,0,0,0,0
854,E,FR,4595,100000,2013,323,0,0,0,0,0,0,0,0,0,0,0
855,E,DE,3734,73110,2015,323,1,0,0,0,0,0,0,0,0,0,0
856,D,DK,12465,46784,2008,323,0,0,0,0,0,0,0,0,0,0,0
857,E,NL,6561,79800,2014,323,1,0,0,0,0,0,0,0,0,0,0
858,D,UA,14000,65000,2008,323,1,0,0,0,0,0,0,0,0,0,0
859,E,FI,8316,99500,2012,323,0,0,0,0,0,0,0,0,0,0,0
860,D,NL,10611,45000,2010,323,1,0,0,0,0,0,0,0,0,0,0
861,D,NL,10522,45800,2008,323,1,0,0,0,0,0,0,0,0,0,0
862,E,FR,6857,125000,2015,323,0,0,0,0,0,0,0,0,0,0,0
863,E,FR,2895,99000,2016,323,1,0,0,0,0,0,1,0,0,0,0
864,D,UA,10150,84000,2011,323,1,0,0,0,0,0,0,0,0,0,0
865,D,NL,13171,46900,2008,323,1,0,0,0,0,0,0,0,0,0,0
866,D,DE,8100,56500,2011,323,1,0,0,0,0,0,0,0,0,0,0
867,NG,NL,4750,135000,2019,323,0,0,0,0,0,0,0,0,0,0,0
868,D,IT,12161,58000,2010,323,0,0,0,0,0,1,0,0,0,0,0
869,D,ES,8400,53000,2008,323,1,0,0,0,0,0,0,0,0,0,0
870,F,PL,6130,129000,2017,323,1,0,0,0,0,0,0,0,0,0,0
871,E,NL,8925,69900,2012,323,1,0,0,0,0,0,0,0,0,0,0
872,D,FI,13452,76296,2011,323,0,0,0,0,0,0,0,0,0,0,0
873,F,FI,6474,124900,2016,323,0,0,0,0,0,0,0,0,0,0,0
874,D,FI,14266,54900,2008,323,1,0,0,0,0,0,0,0,0,0,0
875,E,PL,10613,54743,2015,323,1,0,0,0,0,0,0,0,0,0,0
876,E,PL,15130,35992,2014,323,1,0,0,0,0,0,0,0,0,0,0
877,NG,SE,2600,177757,2019,323,0,0,0,0,0,0,0,0,0,0,0
878,D3,NL,3719,89800,2019,323,0,0,0,0,0,0,0,0,0,0,0
879,D,NL,7997,62800,2011,323,1,0,0,0,0,0,0,0,0,0,0
880,D,NL,14201,46900,2008,323,1,0,0,0,0,0,0,0,0,0,0
881,D,NL,18565,42800,2008,323,0,0,0,0,0,0,0,0,0,0,0
882,E,PL,7615,110347,2015,323,1,0,0,0,0,0,0,0,0,0,0
883,NG,BE,4211,168000,2018,323,0,0,0,0,0,0,0,0,0,0,0
884,F,BE,6096,119000,2016,323,1,0,0,0,0,0,0,0,0,0,0
885,E,AT,11053,69500,2014,323,1,0,0,0,0,0,0,0,0,0,0
886,E,BE,12600,65000,2014,323,1,0,0,0,0,0,0,0,0,0,0
887,E,PL,10000,68590,2013,323,1,0,0,0,0,0,0,0,0,0,0
888,D,DE,10123,41900,2009,323,1,0,0,0,1,0,0,0,0,0,0
889,NG,SE,1700,180325,2019,323,0,0,0,0,0,0,0,0,0,0,0
890,E,NO,6222,77684,2012,323,1,0,0,0,0,0,0,0,0,0,0
891,F,FR,2500,150000,2017,323,0,0,0,0,0,0,0,0,0,0,0
892,F,IT,3611,137000,2017,323,0,0,0,0,0,0,0,0,0,0,0
893,E,PL,11900,65354,2013,323,1,0,0,0,0,0,0,0,0,0,0
894,D,CH,6013,72516,2010,323,0,0,0,0,0,1,0,0,0,0,0
895,D,IT,8983,72000,2009,323,0,0,0,0,0,1,0,0,0,0,0
896,D,NL,12480,47800,2009,323,0,0,0,0,0,0,0,0,0,0,0
897,E,PL,6220,85000,2014,323,1,0,0,0,0,0,0,0,0,0,0
898,D,NL,12675,55750,2010,323,0,0,0,0,0,0,0,0,0,0,0
899,F,AT,5232,132000,2017,323,1,0,0,0,0,0,0,0,0,0,0
900,D,PL,18550,39900,2008,323,0,0,0,0,0,1,0,0,0,0,0
901,D,HU,13098,60000,2009,323,0,0,0,0,0,0,0,0,0,0,0
902,D,PL,380,61470,2010,323,1,0,0,0,0,0,0,0,0,0,0
903,D,NL,9984,46000,2007,323,1,0,0,0,0,0,0,0,0,0,0
904,F,EE,6137,92000,2017,323,1,0,0,0,0,0,0,0,0,0,0
905,D,NL,8032,45000,2008,323,1,0,0,0,0,0,0,0,0,0,0
906,F,PL,5030,97509,2016,323,1,0,0,0,0,0,0,0,0,0,0
907,E,PL,11907,62001,2014,323,1,0,0,0,0,0,0,0,0,0,0
908,F,NL,3401,119500,2017,323,1,0,0,0,0,0,0,0,0,0,0
909,F,NL,969,139500,2017,323,1,0,0,0,0,0,0,0,0,0,0
910,E,NL,8685,69800,2013,323,1,0,0,0,0,0,0,0,0,0,0
911,F,NL,6980,99500,2016,323,1,0,0,0,0,0,0,0,0,0,0
912,D,HR,10253,63500,2011,323,0,0,0,0,0,0,0,0,0,0,0
913,D,NL,10329,45000,2008,323,1,0,0,0,0,0,0,0,0,0,0
914,D,NO,11400,49530,2008,323,0,0,0,0,0,0,0,0,0,0,0
915,D,NL,15600,44900,2007,323,1,0,0,0,0,0,0,0,0,0,0
916,D,NL,11200,62000,2011,323,1,0,0,0,0,0,0,0,0,0,0
917,D,NL,11895,55000,2009,323,1,0,0,0,0,0,0,0,0,0,0
918,D,PL,9833,58650,2011,323,0,0,0,0,0,0,0,0,0,0,0
919,E,DE,8307,82000,2015,323,1,0,0,0,0,0,0,0,0,0,0
920,D,PL,11757,48306,2010,323,1,0,0,0,0,0,0,0,0,0,0
921,E,PL,10338,62274,2012,323,1,0,0,0,0,0,0,0,0,0,0
922,F,DK,5100,160032,2017,323,0,0,0,0,0,0,0,0,0,0,0
923,E,PT,5000,85000,2015,323,1,0,0,0,0,0,0,0,0,0,0
924,E,DK,7200,103281,2012,323,0,0,0,0,0,0,0,0,0,0,0
925,E,ES,13700,65000,2014,323,1,0,0,0,0,0,0,0,0,0,0
926,D,ES,9722,66000,2011,323,0,0,0,0,0,0,0,0,0,0,0
927,D,ES,10390,75000,2012,323,1,0,0,0,0,0,0,0,0,0,0
928,D,RO,8400,48500,2008,323,0,0,0,0,0,0,0,0,0,0,0
929,E,PL,5500,96291,2014,323,0,0,0,0,0,0,0,0,0,0,0
930,E,HU,4500,97000,2014,323,1,0,0,0,0,0,0,0,0,0,0
931,D,FI,14000,49000,2008,323,1,0,0,0,0,0,0,0,0,0,0
932,E,BE,8280,58500,2013,323,0,0,0,0,0,0,0,0,0,0,0
933,E,NL,6494,105000,2013,323,0,0,0,0,0,0,0,0,0,0,0
934,F,NO,6333,102685,2016,323,1,0,0,0,0,0,0,0,0,0,0
935,D,NO,12510,50853,2008,323,0,0,0,0,0,0,0,0,0,0,0
936,E,FI,7270,115000,2015,323,1,0,0,0,0,0,0,0,0,0,0
937,F,FI,6444,125001,2016,323,0,0,0,0,0,0,0,0,0,0,0
938,D,FI,9568,70074,2011,323,0,0,0,0,0,0,0,0,0,0,0
939,D,FI,13428,80296,2011,323,0,0,0,0,0,0,0,0,0,0,0
940,F,IT,4703,130000,2017,323,0,0,0,0,0,0,0,0,0,0,0
941,D,IT,7861,76500,2008,323,0,0,0,0,0,0,0,0,0,0,0
942,D,PL,10450,75262,2009,323,0,0,0,0,0,0,0,0,0,0,0
943,F,PL,4830,128000,2017,323,1,0,0,0,0,0,0,0,0,0,0
944,E,PL,7600,71000,2012,323,1,0,0,0,0,0,0,0,0,0,0
945,NG,AT,3604,135000,2018,323,0,0,0,0,0,0,0,0,0,0,0
946,E,FR,5977,115000,2015,323,1,0,0,0,0,0,1,0,0,0,0
947,D,BG,11700,39880,2006,323,0,0,0,0,0,0,0,0,0,0,0
948,F,NL,3980,129000,2017,323,1,0,0,0,0,0,0,0,0,0,0
949,D,IT,14717,39000,2008,323,1,0,0,0,0,0,1,0,0,0,0
950,D,IT,5678,69000,2010,323,1,0,0,0,0,0,1,0,0,0,0
951,E,FR,6830,130000,2015,323,0,0,0,0,0,0,0,0,0,0,0
952,D,PL,9971,61350,2010,323,1,0,0,0,0,0,0,0,0,0,0
953,D,NO,8795,64674,2011,323,0,0,0,0,0,0,0,0,0,0,0
954,D,NL,8898,49800,2011,323,0,0,0,0,0,0,0,0,0,0,0
955,NG,BE,4127,153000,2018,323,0,0,0,0,0,0,0,0,0,0,0
956,F,PL,5353,103000,2017,323,1,0,0,0,0,0,0,0,0,0,0
957,E,FR,3344,105000,2015,323,1,0,0,0,0,0,1,0,0,0,0
958,F,PL,5268,123100,2017,323,1,0,0,0,0,0,0,0,0,0,0
959,D,RO,9300,45900,2006,323,1,0,0,0,0,0,0,0,0,0,0
960,E,IT,3126,118000,2016,323,1,0,0,0,0,0,1,0,0,0,0
961,E,FR,2890,124000,2016,323,1,0,0,0,0,0,1,0,0,0,0
962,D,NL,14554,52900,2006,323,0,0,0,0,0,0,0,0,0,0,0
963,D,NL,14580,54900,2007,323,0,0,0,0,0,0,0,0,0,0,0
964,D,NL,12981,49900,2009,323,1,0,0,0,0,0,0,0,0,0,0
965,D,PL,16000,48900,2011,323,1,0,0,0,0,0,0,0,0,0,0
966,E,FR,6844,109000,2015,323,0,0,0,0,0,1,0,0,0,0,0
967,E,PL,4897,121000,2016,323,1,0,0,0,0,0,0,0,0,0,0
968,E,DE,6000,128500,2015,323,0,0,0,0,0,1,0,0,0,0,0
969,E,DE,5800,129500,2015,323,0,0,0,0,0,1,0,0,0,0,0
970,D,DE,10800,46900,2009,323,1,0,0,0,1,0,0,0,0,0,0
971,D,DE,10500,49850,2009,323,1,0,0,0,1,0,0,0,0,0,0
972,D,HR,14880,45000,2008,323,1,0,0,0,0,0,1,0,0,0,0
973,E,DE,9480,66500,2012,323,1,0,0,0,0,0,0,0,0,0,0
974,D,NL,10745,64000,2011,323,1,0,0,0,0,0,0,0,0,0,0
975,E,DE,11200,58000,2011,323,1,0,0,0,0,0,0,0,0,0,0
976,E,DE,7796,69900,2011,323,1,0,0,0,0,0,0,0,0,0,0
977,F,DE,5550,94000,2016,323,1,0,0,0,0,0,0,0,0,0,0
978,NG,CZ,390,196000,2019,323,0,0,0,0,0,0,0,0,0,0,0
979,E,NL,11595,64800,2014,323,1,0,0,0,0,0,0,0,0,0,0
980,F,DE,5800,124900,2017,323,1,0,0,0,0,0,0,0,0,0,0
981,,DE,5063,104000,2016,323,0,0,0,0,0,0,0,0,0,0,0
982,D3,NL,5,117500,2022,323,0,0,0,0,0,0,0,0,0,0,0
983,D3,NL,7,117500,2021,323,0,0,0,0,0,0,0,0,0,0,0
984,D3,NL,10,114500,2021,323,0,0,0,0,0,0,0,0,0,0,0
985,D3,NL,7,114500,2021,323,0,0,0,0,0,0,0,0,0,0,0
986,D3,NL,10,114500,2022,323,0,0,0,0,0,0,0,0,0,0,0
987,D3,NL,6,114800,2022,323,0,0,0,0,0,0,0,0,0,0,0
988,D3,BE,4,114000,2021,323,0,0,0,0,0,0,0,0,0,0,0
989,D3,NL,6,113000,2021,323,0,0,0,0,0,0,0,0,0,0,0
990,D3,NL,4,114900,2021,323,0,0,0,0,0,0,0,0,0,0,0
991,D3,NL,12,109800,2020,323,0,0,0,0,0,0,0,0,0,0,0
992,D3,NL,8,117500,2021,323,0,0,0,0,0,0,0,0,0,0,0
993,D3,NL,5,115000,2021,323,0,0,0,0,0,0,0,0,0,0,0
994,D3,NL,4,112400,2021,323,0,0,0,0,0,0,0,0,0,0,0
995,D3,NL,6,114800,2021,323,0,0,0,0,0,0,0,0,0,0,0
996,D3,NL,5,114800,2021,323,0,0,0,0,0,0,0,0,0,0,0
997,D3,NL,4,114800,2021,323,0,0,0,0,0,0,0,0,0,0,0
998,D3,NL,6,114000,2021,323,0,0,0,0,0,0,0,0,0,0,0
999,D3,NL,11,114800,2021,323,0,0,0,0,0,0,0,0,0,0,0
1000,F,PL,4,128000,2017,323,1,0,0,0,0,0,0,0,0,0,0
1001,F,PL,5,122532,2017,323,1,0,0,0,0,0,0,0,0,0,0
1002,E,PL,4,121000,2016,323,1,0,0,0,0,0,0,0,0,0,0
1003,E,FR,2,124000,2016,323,1,0,0,0,0,0,1,0,0,0,0
1004,E,FR,6,130000,2015,323,0,0,0,0,0,0,0,0,0,0,0
1005,E,FR,3,105000,2015,323,1,0,0,0,0,0,1,0,0,0,0
1006,E,FR,5,115000,2015,323,1,0,0,0,0,0,1,0,0,0,0
1007,E,NL,8,69800,2013,323,1,0,0,0,0,0,0,0,0,0,0
1008,F,NL,6,99500,2016,323,1,0,0,0,0,0,0,0,0,0,0
1009,F,NL,3,119500,2017,323,1,0,0,0,0,0,0,0,0,0,0
1010,E,DE,8,82000,2015,323,1,0,0,0,0,0,0,0,0,0,0
1011,D3,NL,5,112400,2021,323,0,0,0,0,0,0,0,0,0,0,0
1012,D,NL,10,119000,2020,323,0,0,0,0,0,0,0,0,0,0,0
1013,D3,BE,3,115000,2021,323,0,0,0,0,0,0,0,0,0,0,0
1014,D3,NL,12,114800,2020,323,0,0,0,0,0,0,0,0,0,0,0
1015,D3,NL,11,114800,2020,323,0,0,0,0,0,0,0,0,0,0,0
1016,D,NL,5,112500,2019,323,0,0,0,0,0,0,0,0,0,0,0
1017,D,NL,6,112500,2020,323,0,0,0,0,0,0,0,0,0,0,0
1018,D3,NL,5,112500,2020,323,0,0,0,0,0,0,0,0,0,0,0
1019,D3,NL,8,114900,2021,323,0,0,0,0,0,0,0,0,0,0,0
1020,D3,NL,5,114900,2021,323,0,0,0,0,0,0,0,0,0,0,0
1021,D3,DE,7,112500,2020,323,0,0,0,0,0,0,0,0,0,0,0
1022,E,SE,7508,113768,2015,329,0,0,0,0,0,0,0,0,0,0,0
1023,D,HR,12129,75500,2009,329,1,0,0,0,0,0,1,0,0,0,0
1024,E,NL,12927,73800,2012,329,0,0,0,0,0,0,0,0,0,0,0
1025,E,NL,12039,71800,2012,329,0,0,0,0,0,0,0,0,0,0,0
1026,E,DE,9900,83900,2011,329,0,0,0,0,0,0,0,0,0,0,0
1027,E,DE,10600,77000,2012,329,1,0,0,0,0,0,1,0,0,0,0
1028,E,DE,11424,72900,2012,329,1,0,0,0,0,0,0,0,0,0,0
1029,E,DE,11500,89900,2014,329,0,0,0,0,0,0,0,0,0,0,0
1030,E,NL,12281,72800,2012,329,0,0,0,0,0,0,0,0,0,0,0
1031,E,UK,6099,54310,2014,329,1,0,0,0,0,0,1,0,0,0,0
1032,E,GB,8424,81789,2014,329,1,0,0,0,0,0,0,0,0,0,0
1033,E,IT,14096,70000,2012,329,0,0,0,0,0,0,0,0,0,0,0
1034,E,PL,16409,74190,2012,329,0,0,0,0,0,0,0,0,0,0,0
1035,D,BE,11000,62000,2010,329,1,0,0,0,0,0,1,0,0,0,0
1036,E,CZ,11000,92032,2013,329,1,0,0,0,0,0,1,0,0,0,0
1037,D,BE,6013,79000,2013,329,1,0,0,0,0,0,0,0,0,0,0
