index,extension,location,working_hours,price,const_year,model,L,RR,LR,GC,VA,SA,N,LGP,XL,3B,4F
343,D,DE,10128,54700,2009,320,1,1,0,0,0,0,0,0,0,0,0
344,F,FI,6390,119000,2017,320,1,0,0,0,0,0,0,0,0,0,0
345,D,NL,15878,56000,2007,320,1,0,0,0,0,0,0,0,0,0,0
346,D,NL,11322,51900,2009,320,0,0,0,0,0,0,0,0,0,0,0
347,C,NL,15191,44900,2006,320,0,0,0,0,0,0,0,0,0,0,0
348,E,NO,7408,79381,2015,320,1,0,0,0,0,0,0,0,0,0,0
349,D,IE,13000,55000,2012,320,0,0,0,0,0,0,0,0,0,0,0
350,NG,LV,3100,135000,2019,320,0,0,0,0,0,0,0,0,0,0,0
351,NG,LV,5400,95000,2018,320,0,0,0,1,0,0,0,0,0,0,0
352,D,NL,13717,51500,2007,320,0,0,0,0,0,0,0,0,0,0,0
353,C,NL,9000,44500,2005,320,1,0,0,0,0,0,0,0,0,0,0
354,E,NO,6500,84404,2014,320,1,0,0,0,0,0,0,0,0,0,0
355,D,EE,10430,43900,2006,320,0,0,0,0,0,0,0,0,0,0,0
356,E,DE,6463,79000,2012,320,1,0,0,0,0,0,0,0,0,0,0
357,NG,BE,1925,137000,2018,320,0,0,0,0,0,0,0,0,0,0,0
358,E,SK,6811,97000,2016,320,1,0,0,0,0,0,0,0,0,0,0
359,NG,NL,3862,119500,2019,320,0,0,0,0,0,0,0,0,0,0,0
360,E,NL,6779,72500,2014,320,1,0,0,0,0,0,0,0,0,0,0
361,D,DE,13300,47000,2008,320,1,0,0,0,0,0,0,0,0,0,0
362,E,NL,7482,147500,2012,320,1,0,0,0,0,0,0,0,0,0,0
363,E,BE,9100,58000,2013,320,1,1,0,0,0,0,0,0,0,0,0
364,E,BE,9600,58000,2013,320,1,0,0,0,0,0,0,0,0,0,0
365,E,SE,10645,67683,2014,320,1,1,0,0,0,0,0,0,0,0,0
366,D,RO,11000,58000,2012,320,1,0,0,0,0,0,0,0,0,0,0
367,E,PL,11260,73272,2012,320,1,1,0,0,0,0,0,0,0,0,0
368,E,NO,7100,102372,2015,320,1,1,0,0,0,0,0,0,0,0,0
369,D,PL,7567,59000,2011,320,1,0,0,0,0,0,0,0,0,0,0
370,,DE,5540,119000,2018,320,0,0,0,0,0,0,0,0,0,0,0
371,F,FR,2930,140000,2017,320,0,0,0,0,0,0,0,0,0,0,0
372,E,FR,11600,56500,2013,320,1,0,0,0,0,0,0,0,0,0,0
373,E,NL,10074,66800,2015,320,1,0,0,0,0,0,0,0,0,0,0
374,C,NL,9799,45000,2005,320,1,0,0,0,0,0,0,0,0,0,0
375,D,NL,8674,64950,2009,320,1,0,1,0,0,0,0,0,0,0,0
376,D,NL,10545,54900,2007,320,0,0,0,0,0,0,0,0,0,0,0
377,E,NL,8986,68900,2013,320,1,0,0,0,0,0,0,0,0,0,0
378,E,DE,6692,62000,2015,320,1,0,0,0,0,0,0,0,0,0,0
379,F,BE,3067,115000,2017,320,1,0,0,0,0,0,0,0,0,0,0
380,E,LV,10779,71000,2013,320,1,1,0,0,0,0,0,0,0,0,0
381,E,NL,12154,59900,2013,320,1,0,0,0,0,0,0,0,0,0,0
382,D,BE,10646,44000,2011,320,0,0,0,0,0,0,0,0,0,0,0
383,D,NL,10226,52900,2008,320,0,0,0,0,0,0,0,0,0,0,0
384,E,FI,6650,97000,2015,320,1,1,0,0,0,0,0,0,0,0,0
385,E,LV,8673,71000,2014,320,1,0,0,0,0,0,0,0,0,0,0
386,E,PL,5258,115000,2016,320,1,0,0,0,0,0,0,0,0,0,0
387,E,PL,5950,99940,2014,320,1,0,0,0,0,0,0,0,0,0,0
388,C,SE,12384,31520,2005,320,1,0,0,0,0,0,0,0,0,0,0
389,D2,BE,5184,64000,2016,320,1,0,0,0,0,0,0,0,0,0,0
390,D,NL,9300,52750,2010,320,1,0,0,0,0,0,0,0,0,0,0
391,D,NL,11000,69000,2012,320,1,0,0,0,0,0,0,0,0,0,0
392,D,NL,10789,46800,2008,320,0,0,0,0,0,0,0,0,0,0,0
393,E,DE,7200,77000,2014,320,1,0,0,0,0,0,0,0,0,0,0
394,D,RU,7153,101912,2017,320,0,0,0,0,0,0,0,0,0,0,0
395,D,RU,5423,108861,2017,320,0,0,0,0,0,0,0,0,0,0,0
396,E,LV,8550,77000,2015,320,1,0,0,0,0,0,0,0,0,0,0
397,F,DE,3559,115000,2016,320,1,0,0,0,0,0,0,0,0,0,0
398,E,NL,10688,61800,2013,320,1,0,0,0,0,0,0,0,0,0,0
399,E,GB,9381,66658,2015,320,1,1,0,0,0,0,0,0,0,0,0
400,E,NO,2000,78299,2015,320,1,0,0,0,0,0,0,0,0,0,0
401,E,NL,5061,82900,2016,320,1,0,0,0,0,0,0,0,0,0,0
402,E,LT,10579,85000,2014,320,1,0,1,0,0,0,0,0,0,0,0
403,E,NO,10330,74725,2013,320,1,0,0,0,0,0,0,0,0,0,0
404,E,DE,10618,65000,2014,320,1,0,0,0,0,0,0,0,0,0,0
405,E,BE,8137,69000,2015,320,1,1,0,0,0,0,0,0,0,0,0
406,D,TR,11500,59000,2012,320,1,0,0,0,0,0,0,0,0,0,0
407,C,GB,13495,51783,2006,320,1,0,0,0,0,0,0,0,0,0,0
408,E,PT,8500,85000,2015,320,0,0,0,0,0,0,0,0,0,0,0
409,E,NO,7450,78598,2015,320,1,0,0,0,0,0,0,0,0,0,0
410,D,NL,2722,82800,2019,320,0,0,0,0,0,0,0,0,0,0,0
411,E,DE,7400,79000,2014,320,1,0,0,0,0,0,0,0,0,0,0
412,E,CH,4184,112107,2015,320,1,0,0,0,0,0,0,0,0,0,0
413,D,TR,11000,52000,2008,320,1,0,0,0,0,0,0,0,0,0,0
414,E,GB,11180,70273,2015,320,1,0,0,0,0,0,0,0,0,0,0
415,E,FI,7300,109800,2013,320,0,0,0,0,0,0,0,0,0,0,0
416,E,LV,10300,52750,2012,320,1,0,0,0,0,0,0,0,0,0,0
417,F,FI,5647,110000,2017,320,1,0,0,0,0,0,0,0,0,0,0
418,F,HU,2300,120000,2017,320,0,0,0,0,0,0,0,0,0,0,0
419,NG,UK,6719,89249,2018,320,0,0,0,1,0,0,0,0,0,0,0
420,E,PL,6990,95833,2015,320,1,0,0,0,0,0,0,0,0,0,0
421,E,PL,9990,76666,2013,320,1,0,0,0,0,0,0,0,0,0,0
422,F,FR,4440,135000,2016,320,0,0,0,0,0,0,0,0,0,0,0
423,NG,PL,2664,132000,2018,320,0,0,0,0,0,0,0,0,0,0,0
424,NG,PL,2755,122000,2019,320,0,0,0,1,0,0,0,0,0,0,0
425,D,GB,11054,53033,2008,320,1,0,0,0,0,0,0,0,0,0,0
426,D,TR,13000,52000,2011,320,1,0,0,0,0,0,0,0,0,0,0
427,E,PL,14725,137000,2013,320,1,0,0,0,0,0,0,0,0,0,0
428,D3,NL,3713,78900,2019,320,0,0,0,0,0,0,0,0,0,0,0
429,E,FR,6304,94000,2013,320,0,0,0,0,0,0,0,0,0,0,0
430,E,NL,10781,66000,2013,320,1,1,0,0,0,0,0,0,0,0,0
431,D,NL,8221,49750,2013,320,1,0,0,0,0,0,0,0,0,0,0
432,D,NL,9690,47000,2011,320,1,0,0,0,0,0,0,0,0,0,0
433,D,NL,10650,57000,2010,320,0,0,0,0,0,0,0,0,0,0,0
434,E,BE,11100,56500,2012,320,1,0,0,0,0,0,0,0,0,0,0
435,E,PL,10563,62280,2015,320,1,0,0,0,0,0,0,0,0,0,0
436,E,PL,7900,76000,2015,320,1,0,0,0,0,0,0,0,0,0,0
437,E,PL,6006,59700,2011,320,0,0,0,0,0,0,0,0,0,0,0
438,C,PL,7200,35500,2005,320,0,0,0,0,0,0,0,0,0,0,0
439,E,PL,6226,83750,2015,320,1,0,0,0,0,0,0,0,0,0,0
440,E,PL,7789,83540,2016,320,1,0,0,0,0,0,0,0,0,0,0
441,E,DE,1400,88500,2018,320,0,0,0,0,0,0,0,0,0,0,0
442,NG,DE,1940,119500,2018,320,0,0,0,1,0,0,0,0,0,0,0
443,F,DE,6821,84000,2017,320,1,0,0,0,0,0,0,0,0,0,0
444,E,DE,6386,79900,2014,320,1,0,0,0,0,0,0,0,0,0,0
445,E,NL,10078,59800,2014,320,1,1,0,0,0,0,0,0,0,0,0
446,NG,DE,1298,149500,2019,320,0,0,0,0,0,0,0,0,0,0,0
447,D2,BE,2350,80000,2016,320,1,0,0,0,0,0,0,0,0,0,0
448,D2,BE,14914,10000,2013,320,1,0,0,0,0,0,0,0,0,0,0
449,NG,NL,954,97800,2018,320,0,0,0,1,0,0,0,0,0,0,0
450,NG,NL,2710,89800,2018,320,0,0,0,1,0,0,0,0,0,0,0
451,E,NL,6437,79800,2016,320,1,0,0,0,0,0,0,0,0,0,0
452,D,NL,12661,45800,2008,320,0,0,0,0,0,0,0,0,0,0,0
453,D,FR,10416,13899,2008,320,1,0,0,0,0,0,0,0,0,0,0
454,D,NL,9103,45000,2008,320,1,0,0,0,0,0,0,0,0,0,0
455,D,TR,9172,73900,2014,320,1,0,0,0,0,0,0,0,0,0,0
456,E,UA,6872,84500,2015,320,1,0,0,0,0,0,0,0,0,0,0
457,C,NL,13597,34800,2005,320,1,0,0,0,0,0,0,0,0,0,0
458,E,DE,7520,69000,2014,320,1,0,0,0,0,0,0,0,0,0,0
459,E,HU,6500,79500,2016,320,1,0,0,0,0,0,0,0,0,0,0
460,D,PL,20000,41000,2011,320,0,0,0,0,0,0,0,0,0,0,0
461,D,FR,8700,84000,2011,320,0,0,0,0,0,0,0,0,0,0,0
462,D,RO,9000,42900,2011,320,1,0,0,0,0,0,0,0,0,0,0
463,F,DE,5000,19500,2016,320,1,0,0,0,0,0,0,0,0,0,0
464,E,DE,8900,62900,2013,320,1,0,0,0,0,0,0,0,0,0,0
465,E,PL,4400,110000,2013,320,1,0,1,0,0,0,0,0,0,0,0
466,E,PL,2459,84127,2015,320,1,0,0,0,0,0,0,0,0,0,0
467,E,HU,10895,82750,2014,320,1,0,0,0,0,0,0,0,0,0,0
468,E,FR,5800,90000,2015,320,1,0,0,0,0,0,0,0,0,0,0
469,D,PL,5600,75000,2010,320,0,0,0,0,0,0,0,0,0,0,0
470,D3,NL,2799,84900,2018,320,0,0,0,0,0,0,0,0,0,0,0
471,C,NL,9547,42000,2005,320,1,0,0,0,0,0,0,0,0,0,0
472,C,NL,10312,42000,2006,320,1,0,0,0,0,0,0,0,0,0,0
473,E,CH,6771,81203,2014,320,1,0,0,0,0,0,0,0,0,0,0
474,E,DE,8388,85000,2014,320,1,1,0,0,0,0,0,0,0,0,0
475,E,DE,5968,120000,2014,320,1,0,1,0,0,0,0,0,0,0,0
476,D,DE,10517,51000,2007,320,1,0,0,0,0,0,0,0,0,0,0
477,NG,DE,2000,105000,2017,320,0,0,0,1,0,0,0,0,0,0,0
478,F,DE,8091,85000,2016,320,0,0,0,0,0,0,0,0,0,0,0
479,NG,DE,3869,149000,2018,320,0,0,0,0,0,0,0,0,0,0,0
480,NG,DE,3308,155000,2018,320,0,0,0,0,0,0,0,0,0,0,0
481,E,NO,7804,85019,2014,320,1,1,0,0,0,0,0,0,0,0,0
482,NG,HU,1346,129900,2019,320,0,0,0,1,0,0,0,0,0,0,0
483,D2,NL,8839,66500,2017,320,0,0,0,0,0,0,0,0,0,0,0
484,E,UA,5888,110000,2015,320,1,0,0,0,0,0,0,0,0,0,0
485,F,PL,2225,135000,2017,320,1,0,0,0,0,0,0,0,0,0,0
486,F,FI,3738,126800,2016,320,1,0,0,0,0,0,0,0,0,0,0
487,E,SE,3950,107579,2014,320,1,0,0,0,0,0,0,0,0,0,0
488,E,BE,6761,65950,2013,320,0,0,0,0,0,0,0,0,0,0,0
489,E,NO,9346,73165,2011,320,1,1,0,0,0,0,0,0,0,0,0
490,E,PL,8000,69972,2014,320,1,1,0,0,0,0,0,0,0,0,0
491,E,SE,4322,120607,2015,320,1,0,1,0,0,0,0,0,0,0,0
492,E,FI,10800,89000,2015,320,1,1,0,0,0,0,0,0,0,0,0
493,E,SE,8463,76888,2015,320,1,1,0,0,0,0,0,0,0,0,0
494,NG,UK,765,105149,2018,320,0,0,0,1,0,0,0,0,0,0,0
495,D2,NL,4065,84800,2018,320,0,0,0,0,0,0,0,0,0,0,0
496,D,UA,7983,69000,2012,320,0,0,0,0,0,0,0,0,0,0,0
497,E,PL,3093,97876,2014,320,1,0,0,0,0,0,0,0,0,0,0
498,E,EE,5273,79000,2015,320,1,0,0,0,0,0,0,0,0,0,0
499,E,PL,6771,73898,2015,320,1,0,0,0,0,0,0,0,0,0,0
500,E,FR,10684,55000,2013,320,1,0,0,0,0,0,0,0,0,0,0
501,E,RO,4670,93000,2014,320,1,0,0,0,0,0,0,0,0,0,0
502,E,EE,7236,76900,2015,320,1,0,0,0,0,0,0,0,0,0,0
503,E,PL,7632,84361,2016,320,1,0,0,0,0,0,0,0,0,0,0
504,E,PL,7176,76078,2015,320,1,0,0,0,0,0,0,0,0,0,0
505,E,ES,4841,92000,2015,320,1,1,0,0,0,0,0,0,0,0,0
506,D2,RU,9470,81329,2016,320,1,0,0,0,0,0,0,0,0,0,0
507,D,PT,8000,40700,2007,320,0,0,0,0,0,0,0,0,0,0,0
508,NG,PL,2170,133000,2019,320,0,0,0,1,0,0,0,0,0,0,0
509,C,NL,14613,41800,2005,320,0,0,0,0,0,0,0,0,0,0,0
510,F,SE,2956,154729,2016,320,0,0,0,0,0,0,0,0,0,0,0
511,F,PL,4662,86977,2017,320,1,0,0,0,0,0,0,0,0,0,0
512,NG,PL,2239,136000,2018,320,0,0,0,0,0,0,0,0,0,0,0
513,D,PL,14000,45000,2011,320,0,0,0,0,0,0,0,0,0,0,0
514,E,PL,12095,62980,2013,320,1,0,0,0,0,0,0,0,0,0,0
515,D,FR,8822,62000,2011,320,0,0,0,0,0,0,0,0,0,0,0
516,C,PL,18730,38650,2007,320,0,0,0,0,0,0,0,0,0,0,0
517,E,FR,7370,74500,2012,320,0,0,0,0,0,0,0,0,0,0,0
518,E,FR,6600,75000,2016,320,1,0,0,0,0,0,0,0,0,0,0
519,F,FR,1800,124000,2017,320,1,0,0,0,0,0,0,0,0,0,0
520,D2,BE,5423,110000,2017,320,1,0,0,0,0,0,0,0,0,0,0
521,E,EE,8521,80000,2012,320,1,0,0,0,0,0,0,0,0,0,0
522,E,PL,8287,74000,2015,320,1,0,0,0,0,0,0,0,0,0,0
523,E,PL,7549,78000,2016,320,1,0,0,0,0,0,0,0,0,0,0
524,E,PL,6512,78000,2014,320,1,0,0,0,0,0,0,0,0,0,0
525,F,BE,3150,105000,2017,320,1,0,0,0,0,0,0,0,0,0,0
526,E,PL,9685,57240,2012,320,0,0,0,0,0,0,0,0,0,0,0
527,E,AT,13488,57000,2013,320,0,0,0,0,0,0,0,0,0,0,0
528,E,DE,5300,93000,2015,320,1,1,0,0,0,0,0,0,0,0,0
529,D,PL,13551,62000,2012,320,0,0,0,0,0,0,0,0,0,0,0
530,E,DE,8122,72900,2015,320,0,0,0,0,0,0,0,0,0,0,0
531,,GB,7932,46000,2016,320,0,0,0,0,0,0,0,0,0,0,0
532,,DE,6700,49500,2005,320,0,0,0,0,0,0,0,0,0,0,0
533,D,NL,15801,51900,2011,320,0,0,0,0,0,0,0,0,0,0,0
534,E,FR,3588,114000,2013,320,1,0,0,0,0,0,0,0,0,0,0
535,F,DE,7780,95000,2015,320,0,0,0,0,0,0,0,0,0,0,0
536,F,DE,2262,109900,2017,320,1,0,0,0,0,0,0,0,0,0,0
537,E,BE,7893,69500,2015,320,0,0,0,0,0,0,0,0,0,0,0
538,NG,DE,1730,110500,2017,320,0,0,0,1,0,0,0,0,0,0,0
539,E,AT,5021,76300,2015,320,1,0,0,0,0,0,0,0,0,0,0
540,E,PL,5300,79000,2015,320,0,0,0,0,0,0,0,0,0,0,0
541,E,NL,9740,69950,2013,320,1,0,0,0,0,0,0,0,0,0,0
542,F,BE,2190,119900,2017,320,1,0,0,0,0,0,0,0,0,0,0
543,E,BE,5100,87500,2014,320,1,0,0,0,0,0,0,0,0,0,0
544,E,PL,4050,119000,2016,320,1,0,0,0,0,0,0,0,0,0,0
545,D,PL,9500,44000,2008,320,1,0,0,0,0,0,0,0,0,0,0
546,E,FR,6840,80000,2015,320,0,0,0,0,0,0,0,0,0,0,0
547,C,NL,9036,55900,2005,320,1,0,0,0,0,0,0,0,0,0,0
548,D,NL,13466,51500,2010,320,1,0,0,0,0,0,0,0,0,0,0
549,E,DE,8150,69500,2012,320,0,0,0,0,0,0,0,0,0,0,0
550,E,DE,9364,67000,2014,320,1,0,0,0,0,0,0,0,0,0,0
551,E,DE,5692,79000,2015,320,1,0,0,0,0,0,0,0,0,0,0
552,E,DE,4602,89500,2015,320,1,1,0,0,0,0,0,0,0,0,0
553,E,NL,2701,115000,2015,320,1,0,0,0,0,0,0,0,0,0,0
554,D,NL,12499,42800,2006,320,1,0,0,0,0,0,0,0,0,0,0
555,D,NL,13272,45000,2008,320,1,0,0,0,0,0,0,0,0,0,0
556,E,LT,10137,65000,2012,320,0,0,0,0,0,0,0,0,0,0,0
557,D,RO,10000,59000,2011,320,1,0,0,0,0,0,0,0,0,0,0
558,E,NL,9390,71500,2013,320,1,0,0,0,0,0,0,0,0,0,0
559,E,LT,6000,60500,2016,320,0,0,0,0,0,0,0,0,0,0,0
560,F,NL,4957,86600,2017,320,1,0,0,0,0,0,0,0,0,0,0
561,D,RU,7285,67370,2007,320,0,1,0,0,0,0,0,0,0,0,0
562,D,RU,6626,84130,2013,320,0,0,0,0,0,0,0,0,0,0,0
563,D,RU,7260,75960,2012,320,0,0,0,0,0,0,0,0,0,0,0
564,D,RU,7633,69920,2008,320,0,1,0,0,0,0,0,0,0,0,0
565,D,RU,8655,72030,2008,320,0,1,0,0,0,0,0,0,0,0,0
566,D,RU,4904,92710,2012,320,0,0,0,0,0,0,0,0,0,0,0
567,D,RU,5760,58450,2010,320,0,0,0,0,0,0,0,0,0,0,0
568,D,RU,11318,59620,2009,320,1,0,0,0,0,0,0,0,0,0,0
569,D,RU,11027,62140,2006,320,1,1,0,0,0,0,0,0,0,0,0
570,E,BE,6761,69950,2015,320,0,0,0,0,0,0,0,0,0,0,0
571,D,RU,8903,53260,2007,320,0,0,0,0,0,0,0,0,0,0,0
572,D,NL,14530,42500,2009,320,1,0,0,0,0,0,0,0,0,0,0
573,E,LT,5000,72000,2016,320,1,0,0,0,0,0,0,0,0,0,0
574,D,NL,12596,42500,2008,320,0,0,0,0,0,0,0,0,0,0,0
575,E,NO,9448,93879,2015,320,1,1,0,0,0,0,0,0,0,0,0
576,E,NO,6000,96660,2015,320,1,1,0,0,0,0,0,0,0,0,0
577,D,LV,13000,50000,2008,320,1,0,0,0,0,0,0,0,0,0,0
578,E,FR,8500,85000,2014,320,0,0,0,0,0,0,0,0,0,0,0
579,D,NL,9876,45000,2008,320,1,0,0,0,0,0,0,0,0,0,0
580,C,NL,9624,42000,2006,320,1,0,0,0,0,0,0,0,0,0,0
581,E,FR,6345,85900,2015,320,1,1,0,0,0,0,0,0,0,0,0
582,D,NL,15200,45500,2007,320,1,0,0,0,0,0,0,0,0,0,0
583,D,NL,18200,42000,2008,320,1,0,0,0,0,0,0,0,0,0,0
584,NG,LT,3239,125000,2018,320,0,0,0,1,0,0,0,0,0,0,0
585,E,ES,8800,89000,2015,320,1,0,0,0,0,0,0,0,0,0,0
586,E,DE,4313,78950,2013,320,1,0,0,0,0,0,0,0,0,0,0
587,D,NL,16000,45000,2009,320,1,0,0,0,0,0,0,0,0,0,0
588,D3,NL,3577,86800,2019,320,0,0,0,0,0,0,0,0,0,0,0
589,E,RO,6400,68000,2012,320,0,0,0,0,0,0,0,0,0,0,0
590,D,FI,11500,63900,2011,320,1,1,0,0,0,0,0,0,0,0,0
591,F,PL,7107,85000,2017,320,1,0,0,0,0,0,0,0,0,0,0
592,D2,NL,2480,91800,2018,320,0,0,0,0,0,0,0,0,0,0,0
593,E,AT,10573,64900,2013,320,1,1,0,0,0,0,0,0,0,0,0
594,D,NL,10117,55000,2008,320,1,0,0,0,0,0,0,0,0,0,0
595,E,NL,10035,69500,2014,320,1,0,0,0,0,0,0,0,0,0,0
596,D,DE,6000,89500,2011,320,1,0,0,0,0,0,0,0,0,0,0
597,E,DE,2561,138500,2013,320,1,0,0,0,0,0,0,0,0,0,0
598,C,DE,10500,31900,2005,320,1,0,0,0,0,0,0,0,0,0,0
599,,DE,1700,78500,2017,320,0,0,0,0,0,0,0,0,0,0,0
600,E,NL,7466,67800,2014,320,1,0,0,0,0,0,0,0,0,0,0
601,E,DE,5375,98900,2015,320,1,0,0,0,0,0,0,0,0,0,0
602,NG,DE,2656,140000,2018,320,0,0,0,0,0,0,0,0,0,0,0
603,E,NO,8700,77310,2014,320,1,0,0,0,0,0,0,0,0,0,0
604,,NO,7400,91820,2015,320,1,0,1,0,0,0,0,0,0,0,0
605,D,TR,8680,50000,2012,320,1,0,0,0,0,0,0,0,0,0,0
606,E,BE,8900,69000,2012,320,1,0,0,0,0,0,0,0,0,0,0
607,E,EE,7350,76000,2013,320,1,0,0,0,0,0,0,0,0,0,0
608,E,LT,3000,75000,2015,320,1,0,0,0,0,0,0,0,0,0,0
609,D,TR,16000,47900,2008,320,0,0,0,0,0,0,0,0,0,0,0
610,E,BE,4700,108900,2016,320,1,0,0,0,0,0,0,0,0,0,0
611,E,BE,5700,87500,2014,320,1,0,0,0,0,0,0,0,0,0,0
612,F,BE,4250,116900,2017,320,1,0,0,0,0,0,0,0,0,0,0
613,F,BE,3200,119900,2017,320,1,0,0,0,0,0,0,0,0,0,0
614,E,BE,10407,57000,2013,320,1,0,0,0,0,0,0,0,0,0,0
615,F,BE,3580,119000,2016,320,1,0,0,0,0,0,0,0,0,0,0
616,F,EE,6136,90000,2017,320,1,0,0,0,0,0,0,0,0,0,0
617,NG,PL,1534,144000,2019,320,0,0,0,1,0,0,0,0,0,0,0
618,NG,PL,1791,141000,2018,320,0,0,0,0,0,0,0,0,0,0,0
619,F,FR,2218,145000,2017,320,0,0,0,0,0,0,0,0,0,0,0
620,F,FR,3531,137000,2017,320,0,0,0,0,0,0,0,0,0,0,0
621,E,PL,3089,99000,2014,320,1,0,1,0,0,0,0,0,0,0,0
622,D3,NL,3929,84900,2018,320,0,0,0,0,0,0,0,0,0,0,0
623,D2,NL,2322,89900,2018,320,0,0,0,0,0,0,0,0,0,0,0
624,D,NL,11254,45000,2009,320,1,0,0,0,0,0,0,0,0,0,0
625,E,NL,10048,66900,2015,320,1,0,0,0,0,0,0,0,0,0,0
626,E,LT,4500,58500,2015,320,1,0,0,0,0,0,0,0,0,0,0
627,D,NL,12257,50800,2012,320,0,0,0,0,0,0,0,0,0,0,0
628,D,LV,15161,35000,2007,320,1,0,0,0,0,0,0,0,0,0,0
629,C,NL,8256,47500,2005,320,1,0,0,0,0,0,0,0,0,0,0
630,D,FI,16000,59500,2007,320,1,0,0,0,0,0,0,0,0,0,0
631,E,NL,6786,85000,2015,320,1,0,0,0,0,0,0,0,0,0,0
632,D,NL,7983,49500,2012,320,0,0,0,0,0,0,0,0,0,0,0
633,E,PL,6600,69240,2014,320,1,0,0,0,0,0,0,0,0,0,0
634,E,PL,8500,66930,2012,320,0,0,0,0,0,0,0,0,0,0,0
635,E,PL,4218,94510,2016,320,1,0,0,0,0,0,0,0,0,0,0
636,E,DE,5615,120000,2014,320,1,0,1,0,0,0,0,0,0,0,0
637,E,DE,7460,91300,2014,320,1,0,0,0,0,0,0,0,0,0,0
638,NG,NL,36,121800,2021,320,0,0,0,1,0,0,0,0,0,0,0
639,D3,NL,5,102500,2022,320,0,0,0,0,0,0,0,0,0,0,0
640,D2,NL,6,125000,2016,320,0,0,0,0,0,0,0,0,0,0,0
641,D,NL,4,99800,2021,320,0,0,0,0,0,0,0,0,0,0,0
642,D3,NL,5,99800,2021,320,0,0,0,0,0,0,0,0,0,0,0
643,D3,NL,7,99800,2021,320,0,0,0,0,0,0,0,0,0,0,0
644,D3,NL,8,99800,2021,320,0,0,0,0,0,0,0,0,0,0,0
645,D3,BE,5,99500,2021,320,0,0,0,0,0,0,0,0,0,0,0
646,NG,NL,7,118000,2020,320,0,0,0,1,0,0,0,0,0,0,0
647,D3,NL,10,98500,2020,320,0,0,0,0,0,0,0,0,0,0,0
648,D3,NL,8,102000,2020,320,0,0,0,0,0,0,0,0,0,0,0
649,D3,BE,4,105000,2021,320,0,0,0,0,0,0,0,0,0,0,0
650,D3,NL,6,99800,2021,320,0,0,0,0,0,0,0,0,0,0,0
651,D3,UA,7,139800,2021,320,0,0,0,0,0,0,0,0,0,0,0
652,D3,UA,15,135000,2021,320,0,0,0,0,0,0,0,0,0,0,0
653,D3,LU,10,109000,2021,320,0,0,0,0,0,0,0,0,0,0,0
654,D,NL,3,94000,2021,320,0,0,0,0,0,0,0,0,0,0,0
655,D3,NL,7,94000,2021,320,0,0,0,0,0,0,0,0,0,0,0
656,NG,BE,9,119000,2021,320,0,0,0,1,0,0,0,0,0,0,0
657,D3,NL,5,95000,2021,320,0,0,0,0,0,0,0,0,0,0,0
658,D3,NL,7,95000,2021,320,0,0,0,0,0,0,0,0,0,0,0
659,D3,NL,10,109000,2021,320,0,0,0,0,0,0,0,0,0,0,0
660,NG,DE,33,165000,2019,320,0,0,0,0,0,0,0,0,0,0,0
661,D,UA,5,126000,2021,320,0,0,0,0,0,0,0,0,0,0,0
662,D3,NL,7,97500,2021,320,0,0,0,0,0,0,0,0,0,0,0
663,D3,RO,5,114900,2021,320,0,0,0,0,0,0,0,0,0,0,0
664,D3,NL,7,95000,2020,320,0,0,0,0,0,0,0,0,0,0,0
665,,DE,1,147490,2019,320,0,0,0,0,0,0,0,0,0,0,0
666,D3,NL,6,94000,2020,320,0,0,0,0,0,0,0,0,0,0,0
667,D3,UA,13,110000,2021,320,0,0,0,0,0,0,0,0,0,0,0
668,D3,NL,7,97500,2020,320,0,0,0,0,0,0,0,0,0,0,0
669,D,FR,8,62000,2011,320,0,0,0,0,0,0,0,0,0,0,0
670,D3,NL,4,97500,2021,320,0,0,0,0,0,0,0,0,0,0,0
671,E,FR,3,114000,2013,320,0,0,0,0,0,0,0,0,0,0,0
672,D3,LU,8,102500,2020,320,0,0,0,0,0,0,0,0,0,0,0
673,D3,LU,8,112500,2021,320,0,0,0,0,0,0,0,0,0,0,0
674,F,PL,7,85000,2017,320,1,0,0,0,0,0,0,0,0,0,0
675,E,FR,6,80000,2015,320,0,0,0,0,0,0,0,0,0,0,0
676,E,PL,4,119000,2016,320,1,0,0,0,0,0,0,0,0,0,0
677,D2,RU,9,80478,2016,320,1,0,0,0,0,0,0,0,0,0,0
678,F,FR,2,145000,2017,320,0,0,0,0,0,0,0,0,0,0,0
679,E,PT,9,120000,2012,320,1,0,0,0,0,0,0,0,0,0,0
680,E,FR,8,85000,2014,320,0,0,0,0,0,0,0,0,0,0,0
681,NG,PL,1,144000,2019,320,0,0,0,1,0,0,0,0,0,0,0
682,E,SK,4,105000,2014,320,1,0,0,0,0,0,0,0,0,0,0
683,F,BE,3,119000,2016,320,1,0,0,0,0,0,0,0,0,0,0
684,NG,PL,1,141000,2018,320,0,0,0,0,0,0,0,0,0,0,0
685,NG,DE,2,140000,2018,320,0,0,0,0,0,0,0,0,0,0,0
686,D,NL,3,97500,2021,320,0,0,0,0,0,0,0,0,0,0,0
687,D,NL,7,99800,2020,320,0,0,0,0,0,0,0,0,0,0,0
688,E,AT,10,76018,2013,320,1,1,0,0,0,0,0,0,0,0,0
689,F,PT,7,127500,2017,320,1,0,0,0,0,0,0,0,0,0,0
690,NG,UK,5,99561,2018,320,0,0,0,0,0,0,0,0,0,0,0
