,basic-subset,location,extension,location-extension
Test-MAE,13564.38,11012.4,12461.58,10788.96
Test-MAPE,0.1679,0.1409,0.1573,0.1388
Test-RMSE,20779.55,18649.84,19330.79,17995.96
Test-N-RMSE,0.0872,0.0783,0.0811,0.0755
Test-IQR-RMSE,0.4015,0.3604,0.3735,0.3477
Test-CV-RMSE,0.2374,0.213,0.2208,0.2056
Test-R2,0.7249,0.7784,0.7619,0.7936
Training-Duration,2021.774,1882.281,2050.519,4035.819
Test-Duration,0.0005107383,0.0014506012,0.0007107249,0.0009280866
