,basic-subset,location,extension,location-extension
Test-MAE,13369.9,11856.04,12634.05,11029.15
Test-MAPE,0.1679,0.1485,0.1604,0.1383
Test-RMSE,20502.94,19194.93,19532.87,18016.5
Test-N-RMSE,0.086,0.0806,0.082,0.0756
Test-IQR-RMSE,0.3962,0.3709,0.3774,0.3481
Test-CV-RMSE,0.2342,0.2193,0.2231,0.2058
Test-R2,0.7321,0.7652,0.7569,0.7932
Training-Duration,1801.013,1800.106,1799.824,1801.118
Test-Duration,2.74875e-05,2.79254e-05,2.15752e-05,4.77091e-05
