,basic-subset,extension,location,extension-location
Test-MAE,15726.43,15431.66,16255.04,16580.27
Test-MAPE,0.1663,0.1729,0.1925,0.188
Test-RMSE,23945.96,22750.96,24128.47,24281.5
Test-N-RMSE,0.1109,0.1053,0.1117,0.1124
Test-IQR-RMSE,0.465,0.4418,0.4685,0.4715
Test-CV-RMSE,0.2664,0.2531,0.2684,0.2701
Test-R2,0.6504,0.6845,0.6451,0.6406
Training-Duration,65.488,65.918,65.801,66.375
Test-Duration,0.0014487575,0.0016069232,0.0015953767,0.0017475353
