,basic-subset,extension,location,extension-location
Test-MAE,12064.14,11712.83,10508.35,10080.66
Test-MAPE,0.1371,0.1382,0.1231,0.1181
Test-RMSE,17104.73,16743.15,15427.11,14980.17
Test-N-RMSE,0.0792,0.0775,0.0714,0.0694
Test-IQR-RMSE,0.3321,0.3251,0.2996,0.2909
Test-CV-RMSE,0.1903,0.1863,0.1716,0.1667
Test-R2,0.8216,0.8291,0.8549,0.8632
Training-Duration,2518.202,1865.794,2254.165,2001.571
Test-Duration,0.0014803967,0.0005918352,0.0005987059,0.0007492816
