,model,score_test,score_val,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
0,WeightedEnsemble_L2,-0.1410870964379791,-0.16552241478008003,0.3157658576965332,0.1889653205871582,11.893696546554565,0.008079767227172852,0.00037741661071777344,0.2774789333343506,2,True,12
1,LightGBMXT,-0.1459201196371928,-0.17132736713249944,0.025346994400024414,0.014969825744628906,0.9157869815826416,0.025346994400024414,0.014969825744628906,0.9157869815826416,1,True,3
2,CatBoost,-0.15002563899878255,-0.18407715849546283,0.008574247360229492,0.004379987716674805,1.2615532875061035,0.008574247360229492,0.004379987716674805,1.2615532875061035,1,True,6
3,NeuralNetFastAI,-0.1505462596204663,-0.1778703715214247,0.023758411407470703,0.013649225234985352,2.688632011413574,0.023758411407470703,0.013649225234985352,2.688632011413574,1,True,8
4,NeuralNetTorch,-0.15065526507939228,-0.17562821653823074,0.009361982345581055,0.006914854049682617,5.828022718429565,0.009361982345581055,0.006914854049682617,5.828022718429565,1,True,10
5,LightGBM,-0.15201387945651773,-0.1751702403115983,0.01372838020324707,0.00884389877319336,0.6205763816833496,0.01372838020324707,0.00884389877319336,0.6205763816833496,1,True,4
6,XGBoost,-0.15324574769993746,-0.17396473321097608,0.017172574996948242,0.009236335754394531,0.542102575302124,0.017172574996948242,0.009236335754394531,0.542102575302124,1,True,9
7,ExtraTreesMSE,-0.15823178346439248,-0.18011789202585052,0.0990290641784668,0.07133150100708008,0.5309798717498779,0.0990290641784668,0.07133150100708008,0.5309798717498779,1,True,7
8,RandomForestMSE,-0.16274050536933335,-0.18312076601866004,0.11928868293762207,0.06364226341247559,0.49011707305908203,0.11928868293762207,0.06364226341247559,0.49011707305908203,1,True,5
9,LightGBMLarge,-0.1673130597439558,-0.1859229557676489,0.034468889236450195,0.012443304061889648,1.6072251796722412,0.034468889236450195,0.012443304061889648,1.6072251796722412,1,True,11
10,KNeighborsUnif,-0.3720776133400163,-0.40030490222798093,0.016312122344970703,0.017164945602416992,0.03245902061462402,0.016312122344970703,0.017164945602416992,0.03245902061462402,1,True,1
11,KNeighborsDist,-0.3810198170519171,-0.40082629412948584,0.017331600189208984,0.01461172103881836,0.03617501258850098,0.017331600189208984,0.01461172103881836,0.03617501258850098,1,True,2
