,model,score_test,score_val,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
0,LightGBMXT,-0.18114562547329877,-336.1897081735404,0.008938789367675781,0.00450897216796875,0.678783655166626,0.008938789367675781,0.00450897216796875,0.678783655166626,1,True,3
1,CatBoost,-0.18281536185881977,-318.30598127303824,0.0059146881103515625,0.003388643264770508,2.8837814331054688,0.0059146881103515625,0.003388643264770508,2.8837814331054688,1,True,6
2,LightGBM,-0.18491280773383464,-338.5163636785724,0.0048677921295166016,0.0032758712768554688,0.6568834781646729,0.0048677921295166016,0.0032758712768554688,0.6568834781646729,1,True,4
3,NeuralNetFastAI,-0.1854950573796256,-334.138007015216,0.01950860023498535,0.010328054428100586,2.2640883922576904,0.01950860023498535,0.010328054428100586,2.2640883922576904,1,True,8
4,ExtraTreesMSE,-0.19674262166251302,-343.68225281761795,0.09193634986877441,0.06641721725463867,0.5299496650695801,0.09193634986877441,0.06641721725463867,0.5299496650695801,1,True,7
5,RandomForestMSE,-0.19693367483652327,-333.8929207203836,0.08396601676940918,0.07066965103149414,0.5123703479766846,0.08396601676940918,0.07066965103149414,0.5123703479766846,1,True,5
6,LightGBMLarge,-0.292559990494935,-377.1881743535701,0.003598451614379883,0.002935171127319336,1.5011332035064697,0.003598451614379883,0.002935171127319336,1.5011332035064697,1,True,11
7,KNeighborsUnif,-0.40289008906538115,-276.3943981508224,0.016610145568847656,0.017237424850463867,0.003937959671020508,0.016610145568847656,0.017237424850463867,0.003937959671020508,1,True,1
8,KNeighborsDist,-0.40687518074116963,-312.87992829939503,0.0190579891204834,0.01806163787841797,0.006258726119995117,0.0190579891204834,0.01806163787841797,0.006258726119995117,1,True,2
9,NeuralNetTorch,-0.44671945254885154,-281.34061320674346,0.006730794906616211,0.008294343948364258,2.002516746520996,0.006730794906616211,0.008294343948364258,2.002516746520996,1,True,10
10,XGBoost,-0.8942774557587266,-31.79505912732516,0.010564565658569336,0.004741191864013672,0.3375546932220459,0.010564565658569336,0.004741191864013672,0.3375546932220459,1,True,9
11,WeightedEnsemble_L2,-0.8942774557587266,-31.79505912732516,0.011867284774780273,0.0050296783447265625,0.5475258827209473,0.0013027191162109375,0.0002884864807128906,0.20997118949890137,2,True,12
