,model,score_test,score_val,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
0,NeuralNetFastAI,-0.1848801240009474,-354.76909760728563,0.0185701847076416,0.010279655456542969,2.2580666542053223,0.0185701847076416,0.010279655456542969,2.2580666542053223,1,True,8
1,CatBoost,-0.1852742231764564,-382.5605746403779,0.005889177322387695,0.0034782886505126953,2.0459861755371094,0.005889177322387695,0.0034782886505126953,2.0459861755371094,1,True,6
2,LightGBMXT,-0.18839722587743848,-351.7189125270795,0.005558967590332031,0.0030019283294677734,0.42986273765563965,0.005558967590332031,0.0030019283294677734,0.42986273765563965,1,True,3
3,LightGBM,-0.19573058306878968,-342.8786680325509,0.007841825485229492,0.004499673843383789,0.8876059055328369,0.007841825485229492,0.004499673843383789,0.8876059055328369,1,True,4
4,NeuralNetTorch,-0.20105731023768542,-355.4612781445807,0.00675654411315918,0.005347251892089844,2.7286903858184814,0.00675654411315918,0.005347251892089844,2.7286903858184814,1,True,10
5,RandomForestMSE,-0.20169134135400363,-413.71518257265336,0.0885610580444336,0.06720447540283203,0.5088825225830078,0.0885610580444336,0.06720447540283203,0.5088825225830078,1,True,5
6,ExtraTreesMSE,-0.20203951925214017,-405.7461007231706,0.09170079231262207,0.0659494400024414,0.5304269790649414,0.09170079231262207,0.0659494400024414,0.5304269790649414,1,True,7
7,KNeighborsUnif,-0.40289008906538115,-276.3943981508224,0.016546249389648438,0.017012834548950195,0.003839254379272461,0.016546249389648438,0.017012834548950195,0.003839254379272461,1,True,1
8,KNeighborsDist,-0.40687518074116963,-312.87992829939503,0.01922130584716797,0.018183469772338867,0.005454063415527344,0.01922130584716797,0.018183469772338867,0.005454063415527344,1,True,2
9,LightGBMLarge,-0.44088566419511904,-379.3464304066859,0.003173351287841797,0.002778768539428711,1.411560297012329,0.003173351287841797,0.002778768539428711,1.411560297012329,1,True,11
10,XGBoost,-0.8932251588590514,-14.137769742935143,0.010664701461791992,0.0048503875732421875,0.3357577323913574,0.010664701461791992,0.0048503875732421875,0.3357577323913574,1,True,9
11,WeightedEnsemble_L2,-0.8932251588590514,-14.137769742935143,0.012027502059936523,0.0051419734954833984,0.5452988147735596,0.0013628005981445312,0.00029158592224121094,0.20954108238220215,2,True,12
