,model,score_test,score_val,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
0,CatBoost,-0.18402101817519595,-343.81436541818755,0.0046689510345458984,0.002395153045654297,0.9998383522033691,0.0046689510345458984,0.002395153045654297,0.9998383522033691,1,True,6
1,LightGBMXT,-0.1854064891430292,-335.1117531477803,0.005743980407714844,0.0029060840606689453,0.4573819637298584,0.005743980407714844,0.0029060840606689453,0.4573819637298584,1,True,3
2,NeuralNetFastAI,-0.18854789202024777,-359.208930665303,0.019315242767333984,0.00957632064819336,2.1733741760253906,0.019315242767333984,0.00957632064819336,2.1733741760253906,1,True,8
3,LightGBM,-0.19424108897790565,-346.0581626373633,0.004757881164550781,0.0028328895568847656,0.6168031692504883,0.004757881164550781,0.0028328895568847656,0.6168031692504883,1,True,4
4,RandomForestMSE,-0.2048767280933529,-333.67254102112344,0.08884978294372559,0.06563472747802734,0.5099639892578125,0.08884978294372559,0.06563472747802734,0.5099639892578125,1,True,5
5,ExtraTreesMSE,-0.2086734918463254,-346.55335046621417,0.09483814239501953,0.06572818756103516,0.5308742523193359,0.09483814239501953,0.06572818756103516,0.5308742523193359,1,True,7
6,KNeighborsUnif,-0.40289008906538115,-276.3943981508224,0.01636528968811035,0.01730966567993164,0.003802776336669922,0.01636528968811035,0.01730966567993164,0.003802776336669922,1,True,1
7,KNeighborsDist,-0.40687518074116963,-312.87992829939503,0.018716812133789062,0.01818060874938965,0.006201505661010742,0.018716812133789062,0.01818060874938965,0.006201505661010742,1,True,2
8,LightGBMLarge,-0.44088566419511904,-379.3464304066859,0.0027871131896972656,0.0026006698608398438,1.324479103088379,0.0027871131896972656,0.0026006698608398438,1.324479103088379,1,True,11
9,NeuralNetTorch,-0.5771243862554061,-140.41973130496598,0.006544589996337891,0.005155801773071289,1.9427015781402588,0.006544589996337891,0.005155801773071289,1.9427015781402588,1,True,10
10,XGBoost,-0.8935619515860956,-32.03637673718149,0.010912656784057617,0.004384517669677734,0.32720351219177246,0.010912656784057617,0.004384517669677734,0.32720351219177246,1,True,9
11,WeightedEnsemble_L2,-0.8935619515860956,-32.03637673718149,0.012096881866455078,0.004676342010498047,0.5365140438079834,0.001184225082397461,0.0002918243408203125,0.20931053161621094,2,True,12
