,basic-subset,location,extension,location-extension
Test-MAE,19454.41,18449.98,18437.03,17758.15
Test-MAPE,0.182,0.1645,0.174,0.1687
Test-RMSE,48604.88,48730.41,46720.21,46629.76
Test-N-RMSE,0.0646,0.0648,0.0621,0.062
Test-IQR-RMSE,0.8331,0.8353,0.8008,0.7993
Test-CV-RMSE,0.4784,0.4796,0.4598,0.4589
Test-R2,0.4978,0.4952,0.536,0.5378
Training-Duration,2074.045,1857.689,1960.0,2011.004
Test-Duration,0.0015144642,0.0009272964,0.0009482095,0.0013325304
