,basic-subset,extension,location,extension-location
Test-MAE,15418.68,15483.59,16560.85,15999.71
Test-MAPE,0.1916,0.1924,0.197,0.2011
Test-RMSE,23264.71,23462.95,24780.68,25018.21
Test-N-RMSE,0.1097,0.1107,0.1169,0.118
Test-IQR-RMSE,0.4448,0.4486,0.4738,0.4783
Test-CV-RMSE,0.2585,0.2607,0.2753,0.278
Test-R2,0.629,0.6226,0.5791,0.5709
Training-Duration,63.973,64.267,64.372,64.684
Test-Duration,0.0015000578,0.0016702701,0.0016636383,0.0018202159
