,basic-subset,location,extension,location-extension
Test-MAE,23022.13,22333.09,23485.8,20048.14
Test-MAPE,0.2387,0.2379,0.2306,0.2264
Test-RMSE,44522.82,39623.71,42352.11,37768.09
Test-N-RMSE,0.0809,0.072,0.0769,0.0686
Test-IQR-RMSE,0.7095,0.6315,0.6749,0.6019
Test-CV-RMSE,0.4542,0.4043,0.4321,0.3853
Test-R2,0.36,0.4931,0.4209,0.5394
Training-Duration,60.051,60.004,59.979,60.029
Test-Duration,1.72992e-05,1.97087e-05,6.75394e-05,2.3494e-05
