,model,score_test,score_val,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
0,WeightedEnsemble_L2,-0.16676490905592206,-0.1727523685424397,0.05050539970397949,0.03540396690368652,11.849403142929077,0.0034449100494384766,0.0003077983856201172,0.21105575561523438,2,True,12
1,NeuralNetTorch,-0.16888323939936112,-0.17427191713502416,0.007352113723754883,0.004908323287963867,7.855996370315552,0.007352113723754883,0.004908323287963867,7.855996370315552,1,True,10
2,LightGBMXT,-0.17885696722933153,-0.18674516977149772,0.007326364517211914,0.003392934799194336,0.5288732051849365,0.007326364517211914,0.003392934799194336,0.5288732051849365,1,True,3
3,LightGBM,-0.1869871943218475,-0.1957653130332085,0.004552364349365234,0.0027360916137695312,0.5821056365966797,0.004552364349365234,0.0027360916137695312,0.5821056365966797,1,True,4
4,NeuralNetFastAI,-0.19286072029249057,-0.19619135160534154,0.018352270126342773,0.01009678840637207,3.008319139480591,0.018352270126342773,0.01009678840637207,3.008319139480591,1,True,8
5,RandomForestMSE,-0.19638266614372477,-0.21316768346121528,0.10412049293518066,0.0744178295135498,0.5332009792327881,0.10412049293518066,0.0744178295135498,0.5332009792327881,1,True,5
6,XGBoost,-0.19899448583649293,-0.1939146323486475,0.010771751403808594,0.004481315612792969,0.36786556243896484,0.010771751403808594,0.004481315612792969,0.36786556243896484,1,True,9
7,ExtraTreesMSE,-0.20141325603923146,-0.2142865688631586,0.08986663818359375,0.06574225425720215,0.5334224700927734,0.08986663818359375,0.06574225425720215,0.5334224700927734,1,True,7
8,LightGBMLarge,-0.2020887327839255,-0.20657397687147983,0.006973743438720703,0.0034897327423095703,2.014810800552368,0.006973743438720703,0.0034897327423095703,2.014810800552368,1,True,11
9,CatBoost,-0.20363570046992246,-0.21651473921057535,0.0038805007934570312,0.0020241737365722656,0.6518416404724121,0.0038805007934570312,0.0020241737365722656,0.6518416404724121,1,True,6
10,KNeighborsDist,-0.37091908159932063,-0.41132196365105644,0.019266366958618164,0.0180819034576416,0.006197929382324219,0.019266366958618164,0.0180819034576416,0.006197929382324219,1,True,2
11,KNeighborsUnif,-0.37290763342912886,-0.396805695524673,0.01697540283203125,0.018544912338256836,0.004719734191894531,0.01697540283203125,0.018544912338256836,0.004719734191894531,1,True,1
