,basic-subset,location,extension,location-extension
Test-MAE,27693.33,35139.81,36775.57,26738.4
Test-MAPE,0.3068,0.3893,0.3807,0.2852
Test-RMSE,59815.61,52724.57,60703.33,45825.94
Test-N-RMSE,0.1087,0.0958,0.1103,0.0832
Test-IQR-RMSE,0.9532,0.8402,0.9674,0.7303
Test-CV-RMSE,0.6103,0.5379,0.6193,0.4675
Test-R2,-0.1552,0.1024,-0.1898,0.322
Training-Duration,1800.164,1800.108,1800.035,1799.978
Test-Duration,1.96842e-05,1.97202e-05,2.05538e-05,2.21174e-05
