,model,score_test,score_val,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
0,WeightedEnsemble_L2,-0.1410870964379791,-0.16552241478008003,0.31050753593444824,0.1987743377685547,11.904284954071045,0.0048160552978515625,0.000698089599609375,0.2744762897491455,2,True,12
1,LightGBMXT,-0.1459201196371928,-0.17132736713249944,0.024562835693359375,0.01527094841003418,0.9192209243774414,0.024562835693359375,0.01527094841003418,0.9192209243774414,1,True,3
2,CatBoost,-0.15002563899878255,-0.18407715849546283,0.010699748992919922,0.003912448883056641,1.3851819038391113,0.010699748992919922,0.003912448883056641,1.3851819038391113,1,True,6
3,NeuralNetFastAI,-0.1505462596204663,-0.1778703715214247,0.020086288452148438,0.013615131378173828,2.5264298915863037,0.020086288452148438,0.013615131378173828,2.5264298915863037,1,True,8
4,NeuralNetTorch,-0.15065526507939228,-0.17562821653823074,0.009454488754272461,0.006455659866333008,5.948688983917236,0.009454488754272461,0.006455659866333008,5.948688983917236,1,True,10
5,LightGBM,-0.15201387945651773,-0.1751702403115983,0.017065763473510742,0.007451534271240234,0.618706226348877,0.017065763473510742,0.007451534271240234,0.618706226348877,1,True,4
6,XGBoost,-0.15324574769993746,-0.17396473321097608,0.012218236923217773,0.009336471557617188,0.6086063385009766,0.012218236923217773,0.009336471557617188,0.6086063385009766,1,True,9
7,ExtraTreesMSE,-0.15823178346439248,-0.18011789202585052,0.10696887969970703,0.07340812683105469,0.531585693359375,0.10696887969970703,0.07340812683105469,0.531585693359375,1,True,7
8,RandomForestMSE,-0.16274050536933335,-0.18312076601866004,0.11533498764038086,0.07253837585449219,0.47657060623168945,0.11533498764038086,0.07253837585449219,0.47657060623168945,1,True,5
9,LightGBMLarge,-0.1673130597439558,-0.1859229557676489,0.03225302696228027,0.015481710433959961,1.654935359954834,0.03225302696228027,0.015481710433959961,1.654935359954834,1,True,11
10,KNeighborsUnif,-0.3720776133400163,-0.40030490222798093,0.014392375946044922,0.018792390823364258,0.03721022605895996,0.014392375946044922,0.018792390823364258,0.03721022605895996,1,True,1
11,KNeighborsDist,-0.3810198170519171,-0.40082629412948584,0.017391204833984375,0.015667200088500977,0.016278982162475586,0.017391204833984375,0.015667200088500977,0.016278982162475586,1,True,2
