,basic-subset,extension,location,extension-location
Test-MAE,13808.9,13510.41,12824.73,12140.33
Test-MAPE,0.157,0.1497,0.1481,0.139
Test-RMSE,20508.99,20111.61,19305.71,18352.33
Test-N-RMSE,0.09,0.0883,0.0847,0.0806
Test-IQR-RMSE,0.3669,0.3598,0.3454,0.3283
Test-CV-RMSE,0.2253,0.221,0.2121,0.2016
Test-R2,0.7322,0.7424,0.7627,0.7855
Training-Duration,15.657,15.343,18.619,23.94
Test-Duration,0.0004375919,0.0007388177,0.0008661003,0.0002189486
