,basic-subset,extension,location,extension-location
Test-MAE,14611.91,15103.1,15416.66,16199.65
Test-MAPE,0.1697,0.1677,0.1818,0.1843
Test-RMSE,21207.87,21864.9,22343.76,22318.51
Test-N-RMSE,0.0931,0.096,0.0981,0.098
Test-IQR-RMSE,0.3794,0.3912,0.3998,0.3993
Test-CV-RMSE,0.233,0.2402,0.2455,0.2452
Test-R2,0.7136,0.6956,0.6821,0.6828
Training-Duration,1799.765,1802.069,1801.327,1803.339
Test-Duration,1.85975e-05,4.08017e-05,2.97778e-05,5.0434e-05
