,model,score_test,score_val,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
0,WeightedEnsemble_L2,-0.14257850186923124,-0.16625639062159964,0.26815319061279297,0.17470026016235352,11.51103925704956,0.004731893539428711,0.0003082752227783203,0.21334195137023926,2,True,12
1,LightGBMXT,-0.1459201196371928,-0.17132736713249944,0.014384746551513672,0.008377552032470703,1.3138277530670166,0.014384746551513672,0.008377552032470703,1.3138277530670166,1,True,3
2,CatBoost,-0.15002563899878255,-0.18407715849546283,0.007512807846069336,0.004002094268798828,3.019691228866577,0.007512807846069336,0.004002094268798828,3.019691228866577,1,True,6
3,NeuralNetTorch,-0.1511910530329923,-0.178565814624789,0.00832056999206543,0.005763530731201172,5.0039403438568115,0.00832056999206543,0.005763530731201172,5.0039403438568115,1,True,10
4,LightGBM,-0.15201387945651773,-0.1751702403115983,0.008220434188842773,0.004507541656494141,0.9066324234008789,0.008220434188842773,0.004507541656494141,0.9066324234008789,1,True,4
5,NeuralNetFastAI,-0.15310151268054145,-0.17548726740474313,0.019680023193359375,0.010801076889038086,2.485342502593994,0.019680023193359375,0.010801076889038086,2.485342502593994,1,True,8
6,XGBoost,-0.15324574769993746,-0.17396473321097608,0.020885467529296875,0.005839824676513672,0.5475199222564697,0.020885467529296875,0.005839824676513672,0.5475199222564697,1,True,9
7,ExtraTreesMSE,-0.15823178346439248,-0.18011789202585052,0.09547948837280273,0.07028341293334961,0.5266087055206299,0.09547948837280273,0.07028341293334961,0.5266087055206299,1,True,7
8,RandomForestMSE,-0.16274050536933335,-0.18312076601866004,0.0964505672454834,0.06881904602050781,0.5138256549835205,0.0964505672454834,0.06881904602050781,0.5138256549835205,1,True,5
9,LightGBMLarge,-0.1673130597439558,-0.1859229557676489,0.017505645751953125,0.007300853729248047,3.2405519485473633,0.017505645751953125,0.007300853729248047,3.2405519485473633,1,True,11
10,KNeighborsUnif,-0.3720776133400163,-0.40030490222798093,0.017935991287231445,0.017515182495117188,0.003812074661254883,0.017935991287231445,0.017515182495117188,0.003812074661254883,1,True,1
11,KNeighborsDist,-0.3810198170519171,-0.40082629412948584,0.019639015197753906,0.01877427101135254,0.0062291622161865234,0.019639015197753906,0.01877427101135254,0.0062291622161865234,1,True,2
