,0,1,2,3,4,5,6,7,8,9,10,11
0,0.604890936822403,0.0230483153473038,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.2859988671373142,-1.8414625076527633,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2,0.030885211389243147,0.4891760210973206,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3,0.18634509536072397,-1.608398654777755,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4,-1.0674986611323347,1.1883675797223459,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5,-0.8301233767604967,0.2561121682223122,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,-0.08850000719911198,-1.608398654777755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7,-1.7054821080460656,-1.1422709490277383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8,0.8041984803755836,-0.2100155375277046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9,-0.6409805179285284,-0.2100155375277046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10,-1.7056814155896187,1.887559138347371,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,-1.264215206619324,0.9553037268473374,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.18634509536072397,0.9553037268473374,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
13,-0.30973138054314237,0.2561121682223122,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14,-0.3916467809434996,0.722239873972329,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,1.2825365849032169,-1.1422709490277383,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
16,-0.36513887765092656,-0.9092070961527298,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.05659588450760344,0.722239873972329,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
18,0.8582108246784955,-0.6761432432777214,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
19,-0.7105388506285885,0.722239873972329,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.002184925117585152,0.9553037268473374,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
21,-0.8540402819868784,0.9553037268473374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22,-0.9885728738852753,1.4214314325973543,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
